块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率,缺失代价(事务数)
32,16,512,4,random,865,858,7,7,0,0,99.19%,56
32,16,512,8,fifo,865,858,7,7,0,0,99.19%,56
32,16,512,8,lru,865,858,7,7,0,0,99.19%,56
32,16,512,8,random,865,858,7,7,0,0,99.19%,56
32,32,1024,1,fifo,865,858,7,7,0,0,99.19%,56
32,32,1024,1,lru,865,858,7,7,0,0,99.19%,56
32,32,1024,1,random,865,858,7,7,0,0,99.19%,56
32,32,1024,2,fifo,865,858,7,7,0,0,99.19%,56
32,16,512,2,random,865,858,7,7,0,0,99.19%,56
32,32,1024,2,random,865,858,7,7,0,0,99.19%,56
32,32,1024,4,fifo,865,858,7,7,0,0,99.19%,56
32,32,1024,4,lru,865,858,7,7,0,0,99.19%,56
32,32,1024,4,random,865,858,7,7,0,0,99.19%,56
32,32,1024,8,fifo,865,858,7,7,0,0,99.19%,56
32,32,1024,8,lru,865,858,7,7,0,0,99.19%,56
32,32,1024,8,random,865,858,7,7,0,0,99.19%,56
32,64,2048,1,fifo,865,858,7,7,0,0,99.19%,56
32,64,2048,1,lru,865,858,7,7,0,0,99.19%,56
32,64,2048,1,random,865,858,7,7,0,0,99.19%,56
32,8,256,4,lru,865,858,7,7,0,0,99.19%,56
32,512,16384,8,lru,865,858,7,7,0,0,99.19%,56
32,512,16384,8,fifo,865,858,7,7,0,0,99.19%,56
32,512,16384,4,random,865,858,7,7,0,0,99.19%,56
32,8,256,1,fifo,865,858,7,7,0,0,99.19%,56
32,8,256,1,lru,865,858,7,7,0,0,99.19%,56
32,8,256,1,random,865,858,7,7,0,0,99.19%,56
32,8,256,2,fifo,865,858,7,7,0,0,99.19%,56
32,8,256,2,lru,865,858,7,7,0,0,99.19%,56
32,8,256,2,random,865,858,7,7,0,0,99.19%,56
32,8,256,4,fifo,865,858,7,7,0,0,99.19%,56
32,512,16384,4,lru,865,858,7,7,0,0,99.19%,56
32,8,256,4,random,865,858,7,7,0,0,99.19%,56
32,8,256,8,fifo,865,858,7,7,0,0,99.19%,56
32,8,256,8,lru,865,858,7,7,0,0,99.19%,56
32,8,256,8,random,865,858,7,7,0,0,99.19%,56
32,16,512,1,fifo,865,858,7,7,0,0,99.19%,56
32,16,512,1,lru,865,858,7,7,0,0,99.19%,56
32,16,512,1,random,865,858,7,7,0,0,99.19%,56
32,16,512,2,fifo,865,858,7,7,0,0,99.19%,56
32,16,512,2,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,8,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,1,fifo,865,858,7,7,0,0,99.19%,56
32,256,8192,1,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,1,random,865,858,7,7,0,0,99.19%,56
32,256,8192,2,fifo,865,858,7,7,0,0,99.19%,56
32,256,8192,2,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,2,random,865,858,7,7,0,0,99.19%,56
32,256,8192,4,fifo,865,858,7,7,0,0,99.19%,56
32,256,8192,4,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,4,random,865,858,7,7,0,0,99.19%,56
32,256,8192,8,fifo,865,858,7,7,0,0,99.19%,56
32,64,2048,2,lru,865,858,7,7,0,0,99.19%,56
32,256,8192,8,random,865,858,7,7,0,0,99.19%,56
32,512,16384,1,fifo,865,858,7,7,0,0,99.19%,56
32,512,16384,8,random,865,858,7,7,0,0,99.19%,56
32,512,16384,1,lru,865,858,7,7,0,0,99.19%,56
32,512,16384,1,random,865,858,7,7,0,0,99.19%,56
32,512,16384,2,fifo,865,858,7,7,0,0,99.19%,56
32,512,16384,2,lru,865,858,7,7,0,0,99.19%,56
32,512,16384,2,random,865,858,7,7,0,0,99.19%,56
32,512,16384,4,fifo,865,858,7,7,0,0,99.19%,56
32,128,4096,8,lru,865,858,7,7,0,0,99.19%,56
32,64,2048,2,fifo,865,858,7,7,0,0,99.19%,56
32,64,2048,2,random,865,858,7,7,0,0,99.19%,56
32,64,2048,4,fifo,865,858,7,7,0,0,99.19%,56
32,64,2048,4,lru,865,858,7,7,0,0,99.19%,56
32,64,2048,4,random,865,858,7,7,0,0,99.19%,56
32,64,2048,8,fifo,865,858,7,7,0,0,99.19%,56
32,64,2048,8,lru,865,858,7,7,0,0,99.19%,56
32,64,2048,8,random,865,858,7,7,0,0,99.19%,56
32,128,4096,1,fifo,865,858,7,7,0,0,99.19%,56
32,128,4096,1,random,865,858,7,7,0,0,99.19%,56
32,128,4096,2,fifo,865,858,7,7,0,0,99.19%,56
32,128,4096,2,lru,865,858,7,7,0,0,99.19%,56
32,128,4096,2,random,865,858,7,7,0,0,99.19%,56
32,128,4096,4,fifo,865,858,7,7,0,0,99.19%,56
32,128,4096,4,lru,865,858,7,7,0,0,99.19%,56
32,128,4096,4,random,865,858,7,7,0,0,99.19%,56
32,128,4096,8,random,865,858,7,7,0,0,99.19%,56
32,128,4096,1,lru,865,858,7,7,0,0,99.19%,56
32,128,4096,8,fifo,865,858,7,7,0,0,99.19%,56
32,4,128,4,lru,865,856,9,7,2,0,98.96%,72
32,4,128,2,fifo,865,856,9,7,1,1,98.96%,72
32,4,128,2,lru,865,855,10,7,2,1,98.84%,80
32,4,128,4,fifo,865,855,10,7,1,2,98.84%,80
32,4,128,2,random,865,853,12,7,1,4,98.61%,96
32,4,128,4,random,865,853,12,7,1,4,98.61%,96
16,512,8192,8,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,8,random,865,852,13,13,0,0,98.50%,52
16,64,1024,1,fifo,865,852,13,13,0,0,98.50%,52
16,32,512,2,fifo,865,852,13,13,0,0,98.50%,52
16,32,512,2,lru,865,852,13,13,0,0,98.50%,52
16,32,512,2,random,865,852,13,13,0,0,98.50%,52
16,32,512,4,fifo,865,852,13,13,0,0,98.50%,52
16,32,512,4,lru,865,852,13,13,0,0,98.50%,52
16,32,512,4,random,865,852,13,13,0,0,98.50%,52
16,32,512,8,fifo,865,852,13,13,0,0,98.50%,52
16,32,512,8,lru,865,852,13,13,0,0,98.50%,52
16,32,512,8,random,865,852,13,13,0,0,98.50%,52
16,32,512,1,random,865,852,13,13,0,0,98.50%,52
16,64,1024,1,lru,865,852,13,13,0,0,98.50%,52
16,64,1024,1,random,865,852,13,13,0,0,98.50%,52
16,64,1024,2,fifo,865,852,13,13,0,0,98.50%,52
16,64,1024,2,lru,865,852,13,13,0,0,98.50%,52
16,64,1024,2,random,865,852,13,13,0,0,98.50%,52
16,64,1024,4,fifo,865,852,13,13,0,0,98.50%,52
16,64,1024,4,lru,865,852,13,13,0,0,98.50%,52
16,64,1024,4,random,865,852,13,13,0,0,98.50%,52
16,16,256,2,random,865,852,13,13,0,0,98.50%,52
16,8,128,2,lru,865,852,13,13,0,0,98.50%,52
16,8,128,4,lru,865,852,13,13,0,0,98.50%,52
16,8,128,8,lru,865,852,13,13,0,0,98.50%,52
16,16,256,1,fifo,865,852,13,13,0,0,98.50%,52
16,16,256,1,lru,865,852,13,13,0,0,98.50%,52
16,16,256,1,random,865,852,13,13,0,0,98.50%,52
16,16,256,2,fifo,865,852,13,13,0,0,98.50%,52
16,16,256,2,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,8,fifo,865,852,13,13,0,0,98.50%,52
16,16,256,4,fifo,865,852,13,13,0,0,98.50%,52
16,16,256,4,lru,865,852,13,13,0,0,98.50%,52
16,16,256,4,random,865,852,13,13,0,0,98.50%,52
16,16,256,8,fifo,865,852,13,13,0,0,98.50%,52
16,16,256,8,lru,865,852,13,13,0,0,98.50%,52
16,16,256,8,random,865,852,13,13,0,0,98.50%,52
16,32,512,1,fifo,865,852,13,13,0,0,98.50%,52
16,32,512,1,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,1,fifo,865,852,13,13,0,0,98.50%,52
16,256,4096,2,lru,865,852,13,13,0,0,98.50%,52
16,256,4096,2,random,865,852,13,13,0,0,98.50%,52
16,256,4096,4,fifo,865,852,13,13,0,0,98.50%,52
16,256,4096,4,lru,865,852,13,13,0,0,98.50%,52
16,256,4096,4,random,865,852,13,13,0,0,98.50%,52
16,256,4096,8,fifo,865,852,13,13,0,0,98.50%,52
16,256,4096,8,lru,865,852,13,13,0,0,98.50%,52
16,256,4096,8,random,865,852,13,13,0,0,98.50%,52
16,64,1024,8,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,1,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,1,random,865,852,13,13,0,0,98.50%,52
16,512,8192,2,fifo,865,852,13,13,0,0,98.50%,52
16,512,8192,2,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,2,random,865,852,13,13,0,0,98.50%,52
16,512,8192,4,fifo,865,852,13,13,0,0,98.50%,52
16,512,8192,4,lru,865,852,13,13,0,0,98.50%,52
16,512,8192,4,random,865,852,13,13,0,0,98.50%,52
16,256,4096,1,random,865,852,13,13,0,0,98.50%,52
16,64,1024,8,fifo,865,852,13,13,0,0,98.50%,52
16,64,1024,8,random,865,852,13,13,0,0,98.50%,52
16,128,2048,1,fifo,865,852,13,13,0,0,98.50%,52
16,128,2048,1,lru,865,852,13,13,0,0,98.50%,52
16,128,2048,1,random,865,852,13,13,0,0,98.50%,52
16,128,2048,2,fifo,865,852,13,13,0,0,98.50%,52
16,128,2048,2,lru,865,852,13,13,0,0,98.50%,52
16,128,2048,2,random,865,852,13,13,0,0,98.50%,52
16,128,2048,4,lru,865,852,13,13,0,0,98.50%,52
16,128,2048,4,random,865,852,13,13,0,0,98.50%,52
16,128,2048,8,fifo,865,852,13,13,0,0,98.50%,52
16,128,2048,8,lru,865,852,13,13,0,0,98.50%,52
16,128,2048,8,random,865,852,13,13,0,0,98.50%,52
16,256,4096,1,fifo,865,852,13,13,0,0,98.50%,52
16,256,4096,1,lru,865,852,13,13,0,0,98.50%,52
16,256,4096,2,fifo,865,852,13,13,0,0,98.50%,52
16,128,2048,4,fifo,865,852,13,13,0,0,98.50%,52
16,8,128,1,fifo,865,851,14,13,0,1,98.38%,56
16,8,128,8,fifo,865,851,14,13,0,1,98.38%,56
16,8,128,1,lru,865,851,14,13,0,1,98.38%,56
16,8,128,4,fifo,865,851,14,13,0,1,98.38%,56
16,8,128,1,random,865,851,14,13,0,1,98.38%,56
16,8,128,2,fifo,865,851,14,13,0,1,98.38%,56
16,8,128,2,random,865,849,16,13,0,3,98.15%,64
16,8,128,4,random,865,849,16,13,0,3,98.15%,64
16,8,128,8,random,865,848,17,13,0,4,98.03%,68
16,4,64,4,fifo,865,846,19,13,6,0,97.80%,76
16,4,64,2,lru,865,846,19,13,6,0,97.80%,76
16,4,64,2,fifo,865,846,19,13,5,1,97.80%,76
16,4,64,4,lru,865,845,20,13,7,0,97.69%,80
16,4,64,2,random,865,843,22,13,5,4,97.46%,88
8,64,512,8,fifo,865,840,25,25,0,0,97.11%,50
8,64,512,8,random,865,840,25,25,0,0,97.11%,50
8,128,1024,1,fifo,865,840,25,25,0,0,97.11%,50
8,64,512,8,lru,865,840,25,25,0,0,97.11%,50
8,64,512,2,random,865,840,25,25,0,0,97.11%,50
8,64,512,4,random,865,840,25,25,0,0,97.11%,50
8,64,512,4,lru,865,840,25,25,0,0,97.11%,50
8,64,512,4,fifo,865,840,25,25,0,0,97.11%,50
8,128,1024,4,random,865,840,25,25,0,0,97.11%,50
8,128,1024,1,lru,865,840,25,25,0,0,97.11%,50
8,128,1024,1,random,865,840,25,25,0,0,97.11%,50
8,128,1024,2,fifo,865,840,25,25,0,0,97.11%,50
8,128,1024,2,lru,865,840,25,25,0,0,97.11%,50
8,128,1024,2,random,865,840,25,25,0,0,97.11%,50
8,128,1024,4,fifo,865,840,25,25,0,0,97.11%,50
8,128,1024,4,lru,865,840,25,25,0,0,97.11%,50
8,32,256,1,fifo,865,840,25,25,0,0,97.11%,50
8,64,512,2,lru,865,840,25,25,0,0,97.11%,50
8,64,512,2,fifo,865,840,25,25,0,0,97.11%,50
8,64,512,1,random,865,840,25,25,0,0,97.11%,50
8,64,512,1,lru,865,840,25,25,0,0,97.11%,50
8,64,512,1,fifo,865,840,25,25,0,0,97.11%,50
8,32,256,8,random,865,840,25,25,0,0,97.11%,50
8,32,256,8,lru,865,840,25,25,0,0,97.11%,50
8,32,256,8,fifo,865,840,25,25,0,0,97.11%,50
8,32,256,4,random,865,840,25,25,0,0,97.11%,50
8,32,256,4,lru,865,840,25,25,0,0,97.11%,50
8,32,256,4,fifo,865,840,25,25,0,0,97.11%,50
8,32,256,2,random,865,840,25,25,0,0,97.11%,50
8,32,256,2,lru,865,840,25,25,0,0,97.11%,50
8,32,256,2,fifo,865,840,25,25,0,0,97.11%,50
8,32,256,1,random,865,840,25,25,0,0,97.11%,50
8,32,256,1,lru,865,840,25,25,0,0,97.11%,50
8,128,1024,8,lru,865,840,25,25,0,0,97.11%,50
8,16,128,2,lru,865,840,25,25,0,0,97.11%,50
8,16,128,4,fifo,865,840,25,25,0,0,97.11%,50
8,16,128,4,lru,865,840,25,25,0,0,97.11%,50
8,16,128,8,lru,865,840,25,25,0,0,97.11%,50
8,512,4096,8,random,865,840,25,25,0,0,97.11%,50
8,512,4096,8,lru,865,840,25,25,0,0,97.11%,50
8,512,4096,8,fifo,865,840,25,25,0,0,97.11%,50
8,512,4096,4,random,865,840,25,25,0,0,97.11%,50
8,512,4096,4,lru,865,840,25,25,0,0,97.11%,50
8,512,4096,4,fifo,865,840,25,25,0,0,97.11%,50
8,512,4096,2,random,865,840,25,25,0,0,97.11%,50
8,512,4096,2,lru,865,840,25,25,0,0,97.11%,50
8,512,4096,2,fifo,865,840,25,25,0,0,97.11%,50
8,512,4096,1,random,865,840,25,25,0,0,97.11%,50
8,512,4096,1,lru,865,840,25,25,0,0,97.11%,50
8,256,2048,8,random,865,840,25,25,0,0,97.11%,50
8,128,1024,8,fifo,865,840,25,25,0,0,97.11%,50
8,128,1024,8,random,865,840,25,25,0,0,97.11%,50
8,256,2048,1,fifo,865,840,25,25,0,0,97.11%,50
8,256,2048,1,lru,865,840,25,25,0,0,97.11%,50
8,256,2048,1,random,865,840,25,25,0,0,97.11%,50
8,256,2048,2,fifo,865,840,25,25,0,0,97.11%,50
8,256,2048,2,lru,865,840,25,25,0,0,97.11%,50
8,256,2048,2,random,865,840,25,25,0,0,97.11%,50
8,256,2048,4,fifo,865,840,25,25,0,0,97.11%,50
8,256,2048,4,lru,865,840,25,25,0,0,97.11%,50
8,256,2048,4,random,865,840,25,25,0,0,97.11%,50
8,256,2048,8,fifo,865,840,25,25,0,0,97.11%,50
8,256,2048,8,lru,865,840,25,25,0,0,97.11%,50
8,512,4096,1,fifo,865,840,25,25,0,0,97.11%,50
8,16,128,8,fifo,865,839,26,25,0,1,96.99%,52
8,16,128,4,random,865,839,26,25,0,1,96.99%,52
8,16,128,2,fifo,865,839,26,25,0,1,96.99%,52
8,16,128,8,random,865,839,26,25,0,1,96.99%,52
8,16,128,1,random,865,839,26,25,0,1,96.99%,52
8,16,128,1,lru,865,839,26,25,0,1,96.99%,52
16,4,64,4,random,865,839,26,13,5,8,96.99%,104
8,16,128,1,fifo,865,839,26,25,0,1,96.99%,52
8,16,128,2,random,865,836,29,25,0,4,96.65%,58
8,8,64,2,lru,865,833,32,25,6,1,96.30%,64
8,8,64,4,lru,865,833,32,25,7,0,96.30%,64
8,8,64,8,lru,865,832,33,25,8,0,96.18%,66
8,8,64,8,fifo,865,832,33,25,8,0,96.18%,66
8,8,64,4,fifo,865,832,33,25,8,0,96.18%,66
8,8,64,2,fifo,865,831,34,25,6,3,96.07%,68
8,8,64,2,random,865,827,38,25,5,8,95.61%,76
8,8,64,8,random,865,825,40,25,4,11,95.38%,80
8,8,64,4,random,865,824,41,25,4,12,95.26%,82
4,32,128,2,lru,865,815,50,50,0,0,94.22%,50
4,32,128,4,fifo,865,815,50,50,0,0,94.22%,50
4,256,1024,2,fifo,865,815,50,50,0,0,94.22%,50
4,32,128,4,lru,865,815,50,50,0,0,94.22%,50
4,32,128,2,fifo,865,815,50,50,0,0,94.22%,50
