块大小,块总数,相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率
4,128,1,lru,1477430,1473904,3526,748,478,2300,99.76%
4,128,1,fifo,1477430,1473904,3526,748,478,2300,99.76%
16,8,2,lru,1477430,1473901,3529,206,3021,302,99.76%
16,8,2,fifo,1477430,1473828,3602,206,2926,470,99.76%
4,64,1,lru,1477430,1473761,3669,748,941,1980,99.75%
4,64,1,random,1477430,1473761,3669,748,941,1980,99.75%
4,64,1,fifo,1477430,1473761,3669,748,941,1980,99.75%
16,8,4,lru,1477430,1473284,4146,206,3940,0,99.72%
16,8,8,lru,1477430,1473250,4180,206,3974,0,99.72%
16,8,4,fifo,1477430,1473192,4238,206,3849,183,99.71%
16,8,8,fifo,1477430,1473143,4287,206,3959,122,99.71%
8,16,2,random,1477430,1473027,4403,387,3378,638,99.70%
8,16,8,random,1477430,1472991,4439,387,3260,792,99.70%
8,16,4,random,1477430,1472673,4757,387,3438,932,99.68%
8,16,2,fifo,1477430,1472485,4945,387,3944,614,99.67%
8,16,2,lru,1477430,1472395,5035,387,4167,481,99.66%
8,16,1,random,1477430,1471874,5556,387,4283,886,99.62%
8,16,1,fifo,1477430,1471874,5556,387,4283,886,99.62%
8,16,1,lru,1477430,1471874,5556,387,4283,886,99.62%
8,16,4,lru,1477430,1471063,6367,387,5644,336,99.57%
8,16,8,fifo,1477430,1470975,6455,387,5161,907,99.56%
8,16,4,fifo,1477430,1470937,6493,387,5093,1013,99.56%
8,16,8,lru,1477430,1470878,6552,387,5670,495,99.56%
16,4,1,random,1477430,1470658,6772,206,6548,18,99.54%
16,4,1,lru,1477430,1470658,6772,206,6548,18,99.54%
16,4,1,fifo,1477430,1470658,6772,206,6548,18,99.54%
16,4,4,random,1477430,1470539,6891,206,6257,428,99.53%
16,4,2,random,1477430,1470536,6894,206,6371,317,99.53%
16,4,2,fifo,1477430,1469959,7471,206,7232,33,99.49%
16,4,2,lru,1477430,1469939,7491,206,7233,52,99.49%
4,32,8,random,1477430,1469674,7756,748,6161,847,99.48%
16,4,4,lru,1477430,1469201,8229,206,8023,0,99.44%
16,4,4,fifo,1477430,1469172,8258,206,8019,33,99.44%
4,32,2,random,1477430,1469031,8399,748,6212,1439,99.43%
4,32,4,random,1477430,1468884,8546,748,6237,1561,99.42%
4,32,2,fifo,1477430,1467994,9436,748,7270,1418,99.36%
4,32,2,lru,1477430,1467748,9682,748,7718,1216,99.34%
8,8,1,random,1477430,1467326,10104,387,9714,3,99.32%
8,8,1,lru,1477430,1467326,10104,387,9714,3,99.32%
8,8,1,fifo,1477430,1467326,10104,387,9714,3,99.32%
8,8,2,random,1477430,1467309,10121,387,9391,343,99.31%
8,8,4,random,1477430,1467116,10314,387,9352,575,99.30%
4,32,1,fifo,1477430,1467059,10371,748,7283,2340,99.30%
4,32,1,lru,1477430,1467059,10371,748,7283,2340,99.30%
4,32,1,random,1477430,1467059,10371,748,7283,2340,99.30%
8,8,8,random,1477430,1467023,10407,387,9314,706,99.30%
8,8,2,fifo,1477430,1466746,10684,387,10292,5,99.28%
8,8,2,lru,1477430,1466730,10700,387,10308,5,99.28%
4,32,8,fifo,1477430,1466692,10738,748,9586,404,99.27%
8,8,4,lru,1477430,1466139,11291,387,10904,0,99.24%
8,8,4,fifo,1477430,1466136,11294,387,10903,4,99.24%
4,32,8,lru,1477430,1465849,11581,748,10833,0,99.22%
8,8,8,lru,1477430,1465697,11733,387,11346,0,99.21%
8,8,8,fifo,1477430,1465662,11768,387,11345,36,99.20%
4,32,4,fifo,1477430,1465358,12072,748,9442,1882,99.18%
4,32,4,lru,1477430,1465143,12287,748,10648,891,99.17%
8,4,4,random,1477430,1462604,14826,387,14383,56,99.00%
8,4,2,random,1477430,1462394,15036,387,14561,88,98.98%
8,4,2,fifo,1477430,1461523,15907,387,15462,58,98.92%
8,4,2,lru,1477430,1461465,15965,387,15577,1,98.92%
8,4,4,fifo,1477430,1461190,16240,387,15796,57,98.90%
8,4,4,lru,1477430,1461094,16336,387,15949,0,98.89%
8,4,1,lru,1477430,1461081,16349,387,15090,872,98.89%
8,4,1,random,1477430,1461081,16349,387,15090,872,98.89%
8,4,1,fifo,1477430,1461081,16349,387,15090,872,98.89%
4,16,1,fifo,1477430,1458412,19018,748,18138,132,98.71%
4,16,1,lru,1477430,1458412,19018,748,18138,132,98.71%
4,16,1,random,1477430,1458412,19018,748,18138,132,98.71%
4,16,2,random,1477430,1458373,19057,748,17831,478,98.71%
4,16,4,random,1477430,1458335,19095,748,17592,755,98.71%
4,16,8,random,1477430,1458290,19140,748,17451,941,98.70%
4,16,2,fifo,1477430,1457066,20364,748,19589,27,98.62%
4,16,2,lru,1477430,1457051,20379,748,19589,42,98.62%
4,16,4,fifo,1477430,1455851,21579,748,20781,50,98.54%
4,16,4,lru,1477430,1455809,21621,748,20781,92,98.54%
4,16,8,lru,1477430,1455117,22313,748,21565,0,98.49%
4,16,8,fifo,1477430,1455110,22320,748,21565,7,98.49%
4,8,8,random,1477430,1450246,27184,748,26316,120,98.16%
4,8,4,random,1477430,1450238,27192,748,26354,90,98.16%
4,8,2,random,1477430,1449874,27556,748,26611,197,98.13%
4,8,2,fifo,1477430,1448240,29190,748,28309,133,98.02%
4,8,2,lru,1477430,1448124,29306,748,28539,19,98.02%
4,8,1,fifo,1477430,1447821,29609,748,27100,1761,98.00%
4,8,1,lru,1477430,1447821,29609,748,27100,1761,98.00%
4,8,1,random,1477430,1447821,29609,748,27100,1761,98.00%
4,8,8,fifo,1477430,1447263,30167,748,29305,114,97.96%
4,8,4,fifo,1477430,1447263,30167,748,29305,114,97.96%
4,8,8,lru,1477430,1447071,30359,748,29611,0,97.95%
4,8,4,lru,1477430,1447071,30359,748,29611,0,97.95%
4,4,4,random,1477430,1420086,57344,748,56239,357,96.12%
4,4,2,random,1477430,1418010,59420,748,58475,197,95.98%
4,4,1,fifo,1477430,1416235,61195,748,58705,1742,95.86%
4,4,1,random,1477430,1416235,61195,748,58705,1742,95.86%
4,4,1,lru,1477430,1416235,61195,748,58705,1742,95.86%
4,4,4,lru,1477430,1403442,73988,748,73240,0,94.99%
4,4,4,fifo,1477430,1403442,73988,748,73240,0,94.99%
4,4,2,lru,1477430,1403442,73988,748,73240,0,94.99%
4,4,2,fifo,1477430,1403442,73988,748,73240,0,94.99%
