Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
io_debug_pc[17]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI31X0P5H7L_Y,1.2,2.282e-03,0.000e+00,7.863e-10,2.282e-03
io_debug_pc[8]_reg_p_D_OAI31X1P4H7L_Y_A2_OA31X1P4H7L_Y,1.2,2.224e-03,0.000e+00,1.482e-09,2.224e-03
io_debug_pc[11]_reg_p_D_OAI32X1P4H7L_Y,1.2,2.154e-03,0.000e+00,9.850e-10,2.154e-03
io_debug_pc[29]_reg_p_D_AO211X1H7L_Y_B0_AOI211X1H7L_Y,1.2,2.134e-03,0.000e+00,9.720e-10,2.134e-03
io_debug_pc[19]_reg_p_D_OAI32X1P4H7L_Y,1.2,2.094e-03,0.000e+00,9.946e-10,2.094e-03
io_debug_pc[14]_reg_p_D_OAI32X1P4H7L_Y,1.2,2.030e-03,0.000e+00,9.891e-10,2.030e-03
io_debug_pc[16]_reg_p_D_OAI22X1P4H7L_Y,1.2,1.986e-03,0.000e+00,1.033e-09,1.986e-03
io_debug_pc[27]_reg_p_D_OAI22X1P4H7L_Y,1.2,1.979e-03,0.000e+00,1.034e-09,1.979e-03
io_debug_pc[4]_reg_p_D_OAI22X1P4H7L_Y,1.2,1.961e-03,0.000e+00,1.034e-09,1.961e-03
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_B_NOR4X6H7L_Y,1.2,1.960e-03,0.000e+00,1.204e-09,1.960e-03
io_debug_pc[0]_reg_p_D_NAND3X1P4H7L_Y,1.2,1.954e-03,0.000e+00,5.088e-10,1.954e-03
pred_tag_target_23__OA211X3H7L_A0,1.2,1.943e-03,0.000e+00,1.561e-09,1.943e-03
pred_tag_target_25__OA211X3H7L_A0,1.2,1.943e-03,0.000e+00,1.565e-09,1.943e-03
pred_tag_target_27__OA211X3H7L_A0,1.2,1.942e-03,0.000e+00,1.565e-09,1.942e-03
pred_tag_target_26__OA211X3H7L_A0,1.2,1.942e-03,0.000e+00,1.565e-09,1.942e-03
pred_tag_target_17__OA211X3H7L_A0,1.2,1.941e-03,0.000e+00,1.565e-09,1.941e-03
pred_tag_target_30__OA211X3H7L_A0,1.2,1.934e-03,0.000e+00,1.565e-09,1.934e-03
pred_tag_target_19__OA211X3H7L_A0,1.2,1.934e-03,0.000e+00,1.565e-09,1.934e-03
pred_tag_target_21__OA211X3H7L_A0,1.2,1.934e-03,0.000e+00,1.565e-09,1.934e-03
pred_tag_target_28__OA211X3H7L_A0,1.2,1.934e-03,0.000e+00,1.565e-09,1.934e-03
pred_tag_target_29__OA211X3H7L_A0,1.2,1.932e-03,0.000e+00,1.565e-09,1.932e-03
pred_tag_target_18__OA211X3H7L_A0,1.2,1.907e-03,0.000e+00,1.569e-09,1.907e-03
pred_tag_target_20__OA211X3H7L_A0,1.2,1.907e-03,0.000e+00,1.569e-09,1.907e-03
pred_tag_target_24__OA211X3H7L_A0,1.2,1.907e-03,0.000e+00,1.566e-09,1.907e-03
pred_tag_target_16__OA211X3H7L_A0,1.2,1.887e-03,0.000e+00,1.570e-09,1.887e-03
io_debug_pc[22]_reg_p_D_OAI211X1P4H7L_Y_B0_MUX2X0P5H7L_Y,1.2,1.874e-03,0.000e+00,2.061e-09,1.874e-03
io_debug_pc[12]_reg_p_D_OAI22X1P4H7L_Y,1.2,1.844e-03,0.000e+00,1.034e-09,1.844e-03
io_debug_pc[23]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.827e-03,0.000e+00,1.578e-09,1.827e-03
io_debug_pc[10]_reg_p_D_OAI22X1P4H7L_Y,1.2,1.806e-03,0.000e+00,1.034e-09,1.806e-03
io_debug_pc[26]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.776e-03,0.000e+00,1.574e-09,1.776e-03
io_debug_pc[5]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.776e-03,0.000e+00,1.572e-09,1.776e-03
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.764e-03,0.000e+00,1.572e-09,1.764e-03
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.762e-03,0.000e+00,1.566e-09,1.762e-03
io_debug_pc[13]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.750e-03,0.000e+00,1.569e-09,1.750e-03
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.721e-03,0.000e+00,1.563e-09,1.721e-03
pred_tag_target_9__OA211X1P4H7L_A0_A1_BUFX16H7L_A,1.2,1.716e-03,0.000e+00,1.052e-08,1.716e-03
io_debug_pc[18]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.689e-03,0.000e+00,1.557e-09,1.689e-03
io_debug_pc[24]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.676e-03,0.000e+00,1.569e-09,1.676e-03
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_D_NOR4X6H7L_Y,1.2,1.633e-03,0.000e+00,1.584e-09,1.633e-03
ras.count_3__NAND3X1P4H7L_A_B_NAND2X1P4H7L_A_Y_BUFX7H7L_A,1.2,1.628e-03,0.000e+00,4.833e-09,1.628e-03
io_debug_pc[7]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.627e-03,0.000e+00,1.567e-09,1.627e-03
io_debug_pc[9]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.562e-03,0.000e+00,1.565e-09,1.562e-03
io_debug_pc[6]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.560e-03,0.000e+00,1.573e-09,1.560e-03
io_debug_pc[2]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.550e-03,0.000e+00,1.575e-09,1.550e-03
io_debug_pc[21]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.538e-03,0.000e+00,1.567e-09,1.538e-03
io_debug_pc[31]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y,1.2,1.536e-03,0.000e+00,1.558e-09,1.536e-03
io_debug_pc[3]_reg_p_D_OAI32X1P4H7L_Y_A0_OAOI211X0P5H7L_Y,1.2,1.494e-03,0.000e+00,7.177e-10,1.494e-03
io_debug_pc[19]_reg_p_D_OAI32X1P4H7L_Y_A0_OAOI211X0P5H7L_Y,1.2,1.489e-03,0.000e+00,7.135e-10,1.489e-03
io_debug_pc[11]_reg_p_D_OAI32X1P4H7L_Y_A0_OAOI211X0P5H7L_Y,1.2,1.466e-03,0.000e+00,7.176e-10,1.466e-03
io_debug_pc[0]_reg_p_D_NAND3X1P4H7L_Y_C_MUXI2X0P5H7L_Y,1.2,1.392e-03,0.000e+00,2.644e-09,1.392e-03
io_debug_pc[11]_reg_p_D_OAI32X1P4H7L_Y_A1_OA21X1P4H7L_Y,1.2,1.354e-03,0.000e+00,1.397e-09,1.354e-03
io_debug_pc[3]_reg_p_D_OAI32X1P4H7L_Y_A1_OA21X1P4H7L_Y,1.2,1.348e-03,0.000e+00,1.397e-09,1.348e-03
io_debug_pc[14]_reg_p_D_OAI32X1P4H7L_Y_A1_OA21X1P4H7L_Y,1.2,1.343e-03,0.000e+00,1.397e-09,1.343e-03
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_B_NOR4X6H7L_Y_D_AO221X0P7H7L_Y_B1_OR4X1P4H7L_Y,1.2,1.308e-03,0.000e+00,1.720e-09,1.308e-03
io_debug_pc[14]_reg_p_D_OAI32X1P4H7L_Y_A0_OAOI211X0P5H7L_Y,1.2,1.293e-03,0.000e+00,7.020e-10,1.293e-03
io_debug_pc[28]_reg_p_D_OA31X1H7L_Y_A2_MUXI2X0P5H7L_Y,1.2,1.288e-03,0.000e+00,2.525e-09,1.288e-03
pred_tag_target_1__OA211X1P4H7L_A0,1.2,1.251e-03,0.000e+00,1.062e-09,1.251e-03
pred_tag_target_10__OA211X1P4H7L_A0,1.2,1.245e-03,0.000e+00,1.062e-09,1.245e-03
pred_tag_target_6__OA211X1P4H7L_A0,1.2,1.245e-03,0.000e+00,1.062e-09,1.245e-03
pred_tag_target_7__OA211X1P4H7L_A0,1.2,1.244e-03,0.000e+00,1.062e-09,1.244e-03
pred_tag_target_2__OA211X1P4H7L_A0,1.2,1.244e-03,0.000e+00,1.062e-09,1.244e-03
pred_tag_target_13__OA211X1P4H7L_A0,1.2,1.244e-03,0.000e+00,1.062e-09,1.244e-03
io_debug_pc[10]_reg_p_D_OAI22X1P4H7L_Y_B0_OA21X0P7H7L_Y,1.2,1.243e-03,0.000e+00,1.293e-09,1.243e-03
pred_tag_target_4__OA211X1P4H7L_A0,1.2,1.242e-03,0.000e+00,1.062e-09,1.242e-03
io_debug_pc[27]_reg_p_D_OAI22X1P4H7L_Y_B0_OA21X0P7H7L_Y,1.2,1.239e-03,0.000e+00,1.293e-09,1.239e-03
pred_tag_target_5__OA211X1P4H7L_A0,1.2,1.237e-03,0.000e+00,1.062e-09,1.237e-03
io_debug_pc[4]_reg_p_D_OAI22X1P4H7L_Y_B0_OA21X0P7H7L_Y,1.2,1.236e-03,0.000e+00,1.293e-09,1.236e-03
io_debug_pc[12]_reg_p_D_OAI22X1P4H7L_Y_B0_OA21X0P7H7L_Y,1.2,1.236e-03,0.000e+00,1.293e-09,1.236e-03
pred_tag_target_15__OA211X1P4H7L_A0,1.2,1.232e-03,0.000e+00,1.062e-09,1.232e-03
pred_tag_target_12__OA211X1P4H7L_A0,1.2,1.232e-03,0.000e+00,1.062e-09,1.232e-03
pred_tag_target_11__OA211X1P4H7L_A0,1.2,1.231e-03,0.000e+00,1.063e-09,1.231e-03
pred_tag_target_9__OA211X1P4H7L_A0,1.2,1.231e-03,0.000e+00,1.062e-09,1.231e-03
pred_tag_target_3__OA211X1P4H7L_A0,1.2,1.228e-03,0.000e+00,1.062e-09,1.228e-03
pred_tag_target_31__OA211X1P4H7L_A0,1.2,1.227e-03,0.000e+00,1.064e-09,1.227e-03
pred_tag_target_14__OA211X1P4H7L_A0,1.2,1.227e-03,0.000e+00,1.064e-09,1.227e-03
io_debug_pc[16]_reg_p_D_OAI22X1P4H7L_Y_B0_OA21X0P7H7L_Y,1.2,1.219e-03,0.000e+00,1.293e-09,1.219e-03
pred_tag_target_0__OA211X1P4H7L_A0,1.2,1.214e-03,0.000e+00,1.065e-09,1.214e-03
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN,1.2,1.166e-03,0.000e+00,8.996e-10,1.166e-03
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_D_NOR4X6H7L_Y_D_NAND4X1P4H7L_Y,1.2,1.071e-03,0.000e+00,3.438e-10,1.071e-03
io_debug_pc[8]_reg_p_D_OAI31X1P4H7L_Y,1.2,1.065e-03,0.000e+00,9.368e-10,1.065e-03
io_debug_pc[16]_reg_p_D_OAI22X1P4H7L_Y_B1_OAI211X0P7H7L_Y,1.2,1.060e-03,0.000e+00,5.706e-10,1.060e-03
io_debug_pc[2]_reg_p_D_OAI211X1P4H7L_Y_A1_BUFX12H7L_A,1.2,1.051e-03,0.000e+00,8.403e-09,1.051e-03
io_debug_pc[27]_reg_p_D_OAI22X1P4H7L_Y_B1_OAI211X0P7H7L_Y,1.2,1.041e-03,0.000e+00,5.706e-10,1.041e-03
io_debug_pc[4]_reg_p_D_OAI22X1P4H7L_Y_B1_OAI211X0P7H7L_Y,1.2,1.024e-03,0.000e+00,5.703e-10,1.024e-03
io_debug_pc[0]_reg_p_D_NAND3X1P4H7L_Y_B_NAND4X1P4H7L_Y,1.2,1.019e-03,0.000e+00,3.376e-10,1.019e-03
io_debug_pc[19]_reg_p_D_OAI32X1P4H7L_Y_A1_OA21X1P4H7L_Y,1.2,9.891e-04,0.000e+00,1.397e-09,9.891e-04
io_debug_pc[18]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.740e-04,0.000e+00,7.584e-10,9.740e-04
io_debug_pc[31]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.716e-04,0.000e+00,7.584e-10,9.716e-04
io_debug_pc[17]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI31X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.674e-04,0.000e+00,7.206e-10,9.674e-04
io_debug_pc[21]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.649e-04,0.000e+00,7.207e-10,9.649e-04
io_debug_pc[7]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.641e-04,0.000e+00,7.207e-10,9.641e-04
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.619e-04,0.000e+00,7.244e-10,9.619e-04
io_debug_pc[9]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.613e-04,0.000e+00,7.292e-10,9.613e-04
io_debug_pc[13]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.584e-04,0.000e+00,7.134e-10,9.584e-04
io_debug_pc[23]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.537e-04,0.000e+00,6.823e-10,9.537e-04
io_debug_pc[24]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.494e-04,0.000e+00,7.150e-10,9.494e-04
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.487e-04,0.000e+00,7.022e-10,9.487e-04
io_perf_icache_hit_NOR2X0P5H7L_Y_A_NAND2X8H7L_Y,1.2,9.483e-04,0.000e+00,3.028e-09,9.483e-04
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.465e-04,0.000e+00,7.369e-10,9.465e-04
io_debug_pc[26]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.434e-04,0.000e+00,6.973e-10,9.434e-04
io_debug_pc[6]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.428e-04,0.000e+00,6.985e-10,9.428e-04
io_perf_icache_hit_NOR2X0P5H7L_Y_A_NAND2X8H7L_Y_A_BUFX8H7L_A,1.2,9.424e-04,0.000e+00,5.516e-09,9.424e-04
io_debug_pc[2]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.360e-04,0.000e+00,6.917e-10,9.360e-04
io_debug_pc[5]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_B0_AOI211X0P5H7L_Y,1.2,9.346e-04,0.000e+00,7.029e-10,9.346e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_C_NOR4X6H7L_Y_A_OAI221X1P4H7L_Y,1.2,9.226e-04,0.000e+00,8.994e-10,9.226e-04
io_debug_pc[30]_reg_p_D_OAOI211X1P4H7L_Y_A0_OA21X1P4H7L_Y,1.2,9.225e-04,0.000e+00,1.398e-09,9.225e-04
io_debug_pc[28]_reg_p_D_OA31X1H7L_Y_B0_AOI32X0P5H7L_Y,1.2,9.135e-04,0.000e+00,7.701e-10,9.135e-04
io_debug_pc[12]_reg_p_D_OAI22X1P4H7L_Y_B1_OAI211X0P7H7L_Y,1.2,8.984e-04,0.000e+00,5.705e-10,8.984e-04
BitsReg_1_pred_target_21__MUX2X0P5H7L_B_Y_XOR2X0P5H7L_A_Y_NAND4X0P5H7L_B_Y_OAI211X1P4H7L_B0,1.2,8.893e-04,0.000e+00,6.955e-10,8.893e-04
BitsReg_1_pred_target_2__XOR2X0P5H7L_B_Y_OAI31X0P5H7L_A0_Y_OAI211X0P7H7L_A1_A0_BUFX16H7L_Y_A_OR2X8H7L_Y,1.2,8.740e-04,0.000e+00,6.642e-09,8.740e-04
io_debug_pc[10]_reg_p_D_OAI22X1P4H7L_Y_B1_OAI211X0P7H7L_Y,1.2,8.526e-04,0.000e+00,5.705e-10,8.526e-04
io_debug_pc[22]_reg_p_D_OAI211X1P4H7L_Y_B0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y_C0_OAO211X0P5H7L_Y,1.2,8.154e-04,0.000e+00,1.550e-09,8.154e-04
BitsReg_1_pred_target_2__XOR2X0P5H7L_B_Y_OAI31X0P5H7L_A0_Y_OAI211X0P7H7L_A1_A0_BUFX16H7L_Y,1.2,8.041e-04,0.000e+00,1.028e-08,8.041e-04
pred_tag_taken_reg_p_D_OAOI211X1P4H7L_Y,1.2,7.799e-04,0.000e+00,8.599e-10,7.799e-04
io_debug_pc[23]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,7.287e-04,0.000e+00,5.152e-10,7.287e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_B_NOR4X6H7L_Y_B_OAI211X1P4H7L_Y,1.2,7.066e-04,0.000e+00,6.867e-10,7.066e-04
io_debug_pc[5]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.933e-04,0.000e+00,5.152e-10,6.933e-04
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.836e-04,0.000e+00,5.253e-10,6.836e-04
BitsReg_1_pred_target_21__INVX0P5H7L_A_Y_OAI221X0P5H7L_B1_Y_AOI31X0P5H7L_A2_Y_AOAI211X1P4H7L_A0,1.2,6.781e-04,0.000e+00,8.759e-10,6.781e-04
BitsReg_1_pred_target_2__XOR2X0P5H7L_B_Y_OAI31X0P5H7L_A0_Y_OAI211X0P7H7L_A1_A0_BUFX12H7L_A,1.2,6.748e-04,0.000e+00,8.403e-09,6.748e-04
ValidReg_NAND2X6H7L_A,1.2,6.734e-04,0.000e+00,2.305e-09,6.734e-04
io_debug_pc[26]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.719e-04,0.000e+00,5.212e-10,6.719e-04
pred_tag_target_8__reg_p_D_OAOI211X1P4H7L_Y,1.2,6.640e-04,0.000e+00,8.617e-10,6.640e-04
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.494e-04,0.000e+00,5.179e-10,6.494e-04
io_debug_pc[20]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.359e-04,0.000e+00,5.152e-10,6.359e-04
BitsReg_1_pred_target_30__MUX2X0P5H7L_B_Y_NAND4BX0P5H7L_AN_C_NOR4X6H7L_Y,1.2,6.227e-04,0.000e+00,1.143e-09,6.227e-04
pred_tag_target_22__reg_p_D_OAOI211X1P4H7L_Y,1.2,6.222e-04,0.000e+00,8.754e-10,6.222e-04
io_debug_pc[13]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,6.163e-04,0.000e+00,5.152e-10,6.163e-04
io_debug_pc[15]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.964e-04,0.000e+00,5.535e-10,5.964e-04
io_debug_pc[30]_reg_p_D_OAOI211X1P4H7L_Y,1.2,5.896e-04,0.000e+00,9.078e-10,5.896e-04
io_debug_pc[18]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y,1.2,5.778e-04,0.000e+00,5.152e-10,5.778e-04
io_perf_icache_hit_NOR2X0P5H7L_Y_A_NAND2X8H7L_Y_A_BUFX5H7L_A,1.2,5.745e-04,0.000e+00,3.261e-09,5.745e-04
pred_tag_taken_reg_p_D_OAOI211X1P4H7L_Y_B0_NAND3X1P4H7L_Y,1.2,5.723e-04,0.000e+00,4.616e-10,5.723e-04
io_debug_pc[23]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.594e-04,0.000e+00,5.535e-10,5.594e-04
io_debug_pc[22]_reg_p_D_OAI211X1P4H7L_Y_B0_MUX2X0P5H7L_Y_A_OAI211X0P7H7L_Y,1.2,5.493e-04,0.000e+00,5.172e-10,5.493e-04
io_debug_pc[13]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.481e-04,0.000e+00,5.535e-10,5.481e-04
io_debug_pc[25]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.360e-04,0.000e+00,5.535e-10,5.360e-04
io_debug_pc[2]_reg_p_D_OAI211X1P4H7L_Y_A1_NAND2X6H7L_Y,1.2,5.321e-04,0.000e+00,2.414e-09,5.321e-04
io_debug_pc[26]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.310e-04,0.000e+00,5.535e-10,5.310e-04
io_debug_pc[18]_reg_p_D_OAI211X1P4H7L_Y_B0_AOI2BB1X0P5H7L_Y_A1N_OAI211X0P7H7L_Y_C0_OAI211X0P7H7L_Y,1.2,5.172e-04,0.000e+00,5.535e-10,5.172e-04
BitsReg_1_pred_target_5__AOI21X0P5H7L_A1_B0_NOR2X0P5H7L_Y_B_OAI211X0P7H7L_A0,1.2,5.138e-04,0.000e+00,5.535e-10,5.138e-04
BitsReg_1_pred_target_20__AOI21X0P5H7L_A1_B0_NOR2X0P5H7L_Y_B_OAI211X0P7H7L_A0,1.2,5.117e-04,0.000e+00,5.535e-10,5.117e-04
io_debug_pc[28]_reg_p_D_OA31X1H7L_Y_A2_MUXI2X0P5H7L_Y_A_OAI21X0P5H7L_Y_B0_OAI211X0P7H7L_Y,1.2,5.091e-04,0.000e+00,5.535e-10,5.091e-04
