commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
91d64bea2,update,46667,3346,0.0717,450,36918.560000,5013,5013,1235,943,1632,2178,0,1203,6.57,5338,36317,17027,14277,660,5012,12125,6.00,5.00,2470,3705,1886,1886,254,4758,7.2
