commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
91d64bea2,update,767345,32822,0.0428,450,36918.560000,49048,49047,8463,8114,16613,16577,0,15857,18.10,51081,667213,345868,272297,7931,49051,283401,11.21,23.23,16926,69512,16228,164158,253,5249,113.4
