commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
76057cac3,从080751cae完整恢复: UART修复+semihosting+SoC正常工作,6409038,403587,0.0630,450,77176.400000,570289,570289,66906,53868,303076,120774,521,145918,28.72,3721634,2117111,165894,1380928,92827,570293,3347474,30.11,24.74,133812,1814094,107736,1171058,558629,11664,3.7
