commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交
9b7a921c5,汇编实在是写不出来了，让AI写的汇编测试程序，实现了转发功能,5163787,405589,0.0785,450,83557.600000,739751,573285,67432,54394,305066,121826,2,146391,29.91,3313657,4313301,176763,810490,92812,92813,3522150,31.50,25.70,236310,1820296,170062,1173656,727360,30313,2.3,1096150,1096150,0,946526
