commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
149653d92,做的jal分支预测器BUG太多了，修不完，让AI又重构了一下,4924937,405799,0.0824,450,92419.320000,647389,573596,67440,54403,305253,121843,2,146498,6.56,3349094,4226701,151565,714290,41667,41668,2415281,32.31,26.65,297397,1813999,227221,1168270,635637,20931,2.3,1369535,1369535,0,1936060,1
