块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率
4,128,512,1,lru,1477430,1473904,3526,748,478,2300,99.76%
4,128,512,1,fifo,1477430,1473904,3526,748,478,2300,99.76%
16,8,128,2,lru,1477430,1473901,3529,206,3021,302,99.76%
16,8,128,2,fifo,1477430,1473828,3602,206,2926,470,99.76%
4,64,256,1,lru,1477430,1473761,3669,748,941,1980,99.75%
4,64,256,1,random,1477430,1473761,3669,748,941,1980,99.75%
4,64,256,1,fifo,1477430,1473761,3669,748,941,1980,99.75%
16,8,128,4,lru,1477430,1473284,4146,206,3940,0,99.72%
16,8,128,8,lru,1477430,1473250,4180,206,3974,0,99.72%
16,8,128,4,fifo,1477430,1473192,4238,206,3849,183,99.71%
16,8,128,8,fifo,1477430,1473143,4287,206,3959,122,99.71%
8,16,128,8,random,1477430,1472944,4486,387,3303,796,99.70%
8,16,128,2,random,1477430,1472940,4490,387,3412,691,99.70%
8,16,128,4,random,1477430,1472702,4728,387,3421,920,99.68%
8,16,128,2,fifo,1477430,1472485,4945,387,3944,614,99.67%
8,16,128,2,lru,1477430,1472395,5035,387,4167,481,99.66%
8,16,128,1,random,1477430,1471874,5556,387,4283,886,99.62%
8,16,128,1,fifo,1477430,1471874,5556,387,4283,886,99.62%
8,16,128,1,lru,1477430,1471874,5556,387,4283,886,99.62%
8,16,128,4,lru,1477430,1471063,6367,387,5644,336,99.57%
8,16,128,8,fifo,1477430,1470975,6455,387,5161,907,99.56%
8,16,128,4,fifo,1477430,1470937,6493,387,5093,1013,99.56%
8,16,128,8,lru,1477430,1470878,6552,387,5670,495,99.56%
16,4,64,1,random,1477430,1470658,6772,206,6548,18,99.54%
16,4,64,1,lru,1477430,1470658,6772,206,6548,18,99.54%
16,4,64,1,fifo,1477430,1470658,6772,206,6548,18,99.54%
16,4,64,2,random,1477430,1470442,6988,206,6405,377,99.53%
16,4,64,4,random,1477430,1470440,6990,206,6352,432,99.53%
16,4,64,2,fifo,1477430,1469959,7471,206,7232,33,99.49%
16,4,64,2,lru,1477430,1469939,7491,206,7233,52,99.49%
4,32,128,8,random,1477430,1469660,7770,748,6139,883,99.47%
16,4,64,4,lru,1477430,1469201,8229,206,8023,0,99.44%
16,4,64,4,fifo,1477430,1469172,8258,206,8019,33,99.44%
4,32,128,2,random,1477430,1469047,8383,748,6176,1459,99.43%
4,32,128,4,random,1477430,1468929,8501,748,6225,1528,99.42%
4,32,128,2,fifo,1477430,1467994,9436,748,7270,1418,99.36%
4,32,128,2,lru,1477430,1467748,9682,748,7718,1216,99.34%
8,8,64,1,random,1477430,1467326,10104,387,9714,3,99.32%
8,8,64,1,lru,1477430,1467326,10104,387,9714,3,99.32%
8,8,64,1,fifo,1477430,1467326,10104,387,9714,3,99.32%
8,8,64,2,random,1477430,1467247,10183,387,9431,365,99.31%
8,8,64,4,random,1477430,1467155,10275,387,9319,569,99.30%
8,8,64,8,random,1477430,1467122,10308,387,9226,695,99.30%
4,32,128,1,fifo,1477430,1467059,10371,748,7283,2340,99.30%
4,32,128,1,lru,1477430,1467059,10371,748,7283,2340,99.30%
4,32,128,1,random,1477430,1467059,10371,748,7283,2340,99.30%
8,8,64,2,fifo,1477430,1466746,10684,387,10292,5,99.28%
8,8,64,2,lru,1477430,1466730,10700,387,10308,5,99.28%
4,32,128,8,fifo,1477430,1466692,10738,748,9586,404,99.27%
8,8,64,4,lru,1477430,1466139,11291,387,10904,0,99.24%
8,8,64,4,fifo,1477430,1466136,11294,387,10903,4,99.24%
4,32,128,8,lru,1477430,1465849,11581,748,10833,0,99.22%
8,8,64,8,lru,1477430,1465697,11733,387,11346,0,99.21%
8,8,64,8,fifo,1477430,1465662,11768,387,11345,36,99.20%
4,32,128,4,fifo,1477430,1465358,12072,748,9442,1882,99.18%
4,32,128,4,lru,1477430,1465143,12287,748,10648,891,99.17%
8,4,32,4,random,1477430,1462602,14828,387,14389,52,99.00%
8,4,32,2,random,1477430,1462368,15062,387,14577,98,98.98%
8,4,32,2,fifo,1477430,1461523,15907,387,15462,58,98.92%
8,4,32,2,lru,1477430,1461465,15965,387,15577,1,98.92%
8,4,32,4,fifo,1477430,1461190,16240,387,15796,57,98.90%
8,4,32,4,lru,1477430,1461094,16336,387,15949,0,98.89%
8,4,32,1,lru,1477430,1461081,16349,387,15090,872,98.89%
8,4,32,1,random,1477430,1461081,16349,387,15090,872,98.89%
8,4,32,1,fifo,1477430,1461081,16349,387,15090,872,98.89%
4,16,64,2,random,1477430,1458452,18978,748,17800,430,98.72%
4,16,64,1,fifo,1477430,1458412,19018,748,18138,132,98.71%
4,16,64,1,lru,1477430,1458412,19018,748,18138,132,98.71%
4,16,64,1,random,1477430,1458412,19018,748,18138,132,98.71%
4,16,64,4,random,1477430,1458378,19052,748,17564,740,98.71%
4,16,64,8,random,1477430,1458273,19157,748,17448,961,98.70%
4,16,64,2,fifo,1477430,1457066,20364,748,19589,27,98.62%
4,16,64,2,lru,1477430,1457051,20379,748,19589,42,98.62%
4,16,64,4,fifo,1477430,1455851,21579,748,20781,50,98.54%
4,16,64,4,lru,1477430,1455809,21621,748,20781,92,98.54%
4,16,64,8,lru,1477430,1455117,22313,748,21565,0,98.49%
4,16,64,8,fifo,1477430,1455110,22320,748,21565,7,98.49%
4,8,32,4,random,1477430,1450238,27192,748,26362,82,98.16%
4,8,32,8,random,1477430,1450207,27223,748,26367,108,98.16%
4,8,32,2,random,1477430,1449858,27572,748,26602,222,98.13%
4,8,32,2,fifo,1477430,1448240,29190,748,28309,133,98.02%
4,8,32,2,lru,1477430,1448124,29306,748,28539,19,98.02%
4,8,32,1,fifo,1477430,1447821,29609,748,27100,1761,98.00%
4,8,32,1,lru,1477430,1447821,29609,748,27100,1761,98.00%
4,8,32,1,random,1477430,1447821,29609,748,27100,1761,98.00%
4,8,32,8,fifo,1477430,1447263,30167,748,29305,114,97.96%
4,8,32,4,fifo,1477430,1447263,30167,748,29305,114,97.96%
4,8,32,8,lru,1477430,1447071,30359,748,29611,0,97.95%
4,8,32,4,lru,1477430,1447071,30359,748,29611,0,97.95%
4,4,16,4,random,1477430,1420245,57185,748,56120,317,96.13%
4,4,16,2,random,1477430,1417977,59453,748,58477,228,95.98%
4,4,16,1,fifo,1477430,1416235,61195,748,58705,1742,95.86%
4,4,16,1,random,1477430,1416235,61195,748,58705,1742,95.86%
4,4,16,1,lru,1477430,1416235,61195,748,58705,1742,95.86%
4,4,16,4,lru,1477430,1403442,73988,748,73240,0,94.99%
4,4,16,4,fifo,1477430,1403442,73988,748,73240,0,94.99%
4,4,16,2,lru,1477430,1403442,73988,748,73240,0,94.99%
4,4,16,2,fifo,1477430,1403442,73988,748,73240,0,94.99%
