commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失
aa5029188,让AI修复的两个问题 1. log.cpp 输出丢失：log_close() 在 tee 线程读完管道前就把 saved_stdout_fd 关了，性能计数器输出被静默丢弃。这是之前就有的 bug，NPC 和 SoC 路径都受影响，只是之前没注意到。 2. run 命令简化：去掉了 tee 写文件，终端直接输出。perf 保持写文件。 自己加的功能 ICache实现，直接映射 16 块 × 4B，简化 IFU。,1482259,165274,0.1115,450,36757.000000,237463,237463,27804,28211,129323,56015,0,52125,6.50,317173,927624,356627,333534,36070,237462,307840,6.00,5.00,55608,83373,56422,56422,126285,111177
