块大小,块总数,相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率
16,32,1,random,4847,4834,13,13,0,0,99.73%
16,32,2,fifo,4847,4834,13,13,0,0,99.73%
16,32,2,lru,4847,4834,13,13,0,0,99.73%
16,32,2,random,4847,4834,13,13,0,0,99.73%
16,32,4,fifo,4847,4834,13,13,0,0,99.73%
16,32,4,lru,4847,4834,13,13,0,0,99.73%
16,32,4,random,4847,4834,13,13,0,0,99.73%
16,32,8,fifo,4847,4834,13,13,0,0,99.73%
16,32,8,lru,4847,4834,13,13,0,0,99.73%
16,32,8,random,4847,4834,13,13,0,0,99.73%
16,64,1,fifo,4847,4834,13,13,0,0,99.73%
16,32,1,fifo,4847,4834,13,13,0,0,99.73%
16,16,8,random,4847,4834,13,13,0,0,99.73%
16,16,8,lru,4847,4834,13,13,0,0,99.73%
16,16,8,fifo,4847,4834,13,13,0,0,99.73%
16,16,4,random,4847,4834,13,13,0,0,99.73%
16,16,4,lru,4847,4834,13,13,0,0,99.73%
16,16,4,fifo,4847,4834,13,13,0,0,99.73%
16,16,2,random,4847,4834,13,13,0,0,99.73%
16,16,2,lru,4847,4834,13,13,0,0,99.73%
16,16,2,fifo,4847,4834,13,13,0,0,99.73%
16,16,1,random,4847,4834,13,13,0,0,99.73%
16,16,1,lru,4847,4834,13,13,0,0,99.73%
16,128,1,lru,4847,4834,13,13,0,0,99.73%
16,16,1,fifo,4847,4834,13,13,0,0,99.73%
16,128,8,random,4847,4834,13,13,0,0,99.73%
16,128,8,lru,4847,4834,13,13,0,0,99.73%
16,128,8,fifo,4847,4834,13,13,0,0,99.73%
16,128,4,random,4847,4834,13,13,0,0,99.73%
16,128,4,lru,4847,4834,13,13,0,0,99.73%
16,128,4,fifo,4847,4834,13,13,0,0,99.73%
16,128,2,random,4847,4834,13,13,0,0,99.73%
16,128,2,lru,4847,4834,13,13,0,0,99.73%
16,128,2,fifo,4847,4834,13,13,0,0,99.73%
16,128,1,random,4847,4834,13,13,0,0,99.73%
16,64,1,lru,4847,4834,13,13,0,0,99.73%
16,128,1,fifo,4847,4834,13,13,0,0,99.73%
16,64,8,random,4847,4834,13,13,0,0,99.73%
16,64,8,lru,4847,4834,13,13,0,0,99.73%
16,64,8,fifo,4847,4834,13,13,0,0,99.73%
16,64,4,random,4847,4834,13,13,0,0,99.73%
16,64,4,lru,4847,4834,13,13,0,0,99.73%
16,64,4,fifo,4847,4834,13,13,0,0,99.73%
16,64,2,random,4847,4834,13,13,0,0,99.73%
16,64,2,lru,4847,4834,13,13,0,0,99.73%
16,64,2,fifo,4847,4834,13,13,0,0,99.73%
16,64,1,random,4847,4834,13,13,0,0,99.73%
8,32,2,random,4847,4822,25,25,0,0,99.48%
8,64,2,fifo,4847,4822,25,25,0,0,99.48%
8,64,1,lru,4847,4822,25,25,0,0,99.48%
8,64,1,fifo,4847,4822,25,25,0,0,99.48%
8,32,8,random,4847,4822,25,25,0,0,99.48%
8,32,8,lru,4847,4822,25,25,0,0,99.48%
8,32,8,fifo,4847,4822,25,25,0,0,99.48%
8,32,4,random,4847,4822,25,25,0,0,99.48%
8,32,4,lru,4847,4822,25,25,0,0,99.48%
8,32,4,fifo,4847,4822,25,25,0,0,99.48%
8,64,1,random,4847,4822,25,25,0,0,99.48%
8,32,2,lru,4847,4822,25,25,0,0,99.48%
8,32,2,fifo,4847,4822,25,25,0,0,99.48%
8,32,1,random,4847,4822,25,25,0,0,99.48%
8,32,1,lru,4847,4822,25,25,0,0,99.48%
8,32,1,fifo,4847,4822,25,25,0,0,99.48%
8,16,8,lru,4847,4822,25,25,0,0,99.48%
8,16,4,lru,4847,4822,25,25,0,0,99.48%
8,16,4,fifo,4847,4822,25,25,0,0,99.48%
8,16,2,lru,4847,4822,25,25,0,0,99.48%
8,128,2,fifo,4847,4822,25,25,0,0,99.48%
8,128,8,random,4847,4822,25,25,0,0,99.48%
8,128,8,lru,4847,4822,25,25,0,0,99.48%
8,128,8,fifo,4847,4822,25,25,0,0,99.48%
8,128,4,random,4847,4822,25,25,0,0,99.48%
8,128,4,lru,4847,4822,25,25,0,0,99.48%
8,128,4,fifo,4847,4822,25,25,0,0,99.48%
8,128,2,random,4847,4822,25,25,0,0,99.48%
8,128,2,lru,4847,4822,25,25,0,0,99.48%
8,64,2,lru,4847,4822,25,25,0,0,99.48%
8,128,1,random,4847,4822,25,25,0,0,99.48%
8,128,1,lru,4847,4822,25,25,0,0,99.48%
8,128,1,fifo,4847,4822,25,25,0,0,99.48%
8,64,8,random,4847,4822,25,25,0,0,99.48%
8,64,8,lru,4847,4822,25,25,0,0,99.48%
8,64,8,fifo,4847,4822,25,25,0,0,99.48%
8,64,4,random,4847,4822,25,25,0,0,99.48%
8,64,4,lru,4847,4822,25,25,0,0,99.48%
8,64,4,fifo,4847,4822,25,25,0,0,99.48%
8,64,2,random,4847,4822,25,25,0,0,99.48%
8,16,1,lru,4847,4821,26,25,0,1,99.46%
8,16,1,random,4847,4821,26,25,0,1,99.46%
8,16,2,fifo,4847,4821,26,25,0,1,99.46%
8,16,1,fifo,4847,4821,26,25,0,1,99.46%
8,16,8,fifo,4847,4821,26,25,0,1,99.46%
8,16,2,random,4847,4821,26,25,0,1,99.46%
8,16,8,random,4847,4820,27,25,0,2,99.44%
8,16,4,random,4847,4818,29,25,0,4,99.40%
4,64,4,lru,4847,4797,50,50,0,0,98.97%
4,64,1,random,4847,4797,50,50,0,0,98.97%
4,64,4,fifo,4847,4797,50,50,0,0,98.97%
4,64,2,random,4847,4797,50,50,0,0,98.97%
4,64,2,lru,4847,4797,50,50,0,0,98.97%
4,64,2,fifo,4847,4797,50,50,0,0,98.97%
4,64,1,lru,4847,4797,50,50,0,0,98.97%
4,64,1,fifo,4847,4797,50,50,0,0,98.97%
4,32,8,lru,4847,4797,50,50,0,0,98.97%
4,32,8,fifo,4847,4797,50,50,0,0,98.97%
4,32,4,lru,4847,4797,50,50,0,0,98.97%
4,32,4,fifo,4847,4797,50,50,0,0,98.97%
4,32,2,lru,4847,4797,50,50,0,0,98.97%
4,32,2,fifo,4847,4797,50,50,0,0,98.97%
4,32,1,random,4847,4797,50,50,0,0,98.97%
4,32,1,lru,4847,4797,50,50,0,0,98.97%
4,32,1,fifo,4847,4797,50,50,0,0,98.97%
4,64,8,fifo,4847,4797,50,50,0,0,98.97%
4,128,8,random,4847,4797,50,50,0,0,98.97%
4,128,8,lru,4847,4797,50,50,0,0,98.97%
4,128,8,fifo,4847,4797,50,50,0,0,98.97%
4,128,4,random,4847,4797,50,50,0,0,98.97%
4,128,4,lru,4847,4797,50,50,0,0,98.97%
4,128,4,fifo,4847,4797,50,50,0,0,98.97%
4,128,2,random,4847,4797,50,50,0,0,98.97%
4,128,2,lru,4847,4797,50,50,0,0,98.97%
4,128,2,fifo,4847,4797,50,50,0,0,98.97%
4,64,4,random,4847,4797,50,50,0,0,98.97%
4,64,8,lru,4847,4797,50,50,0,0,98.97%
4,64,8,random,4847,4797,50,50,0,0,98.97%
4,128,1,fifo,4847,4797,50,50,0,0,98.97%
4,128,1,lru,4847,4797,50,50,0,0,98.97%
4,128,1,random,4847,4797,50,50,0,0,98.97%
4,32,2,random,4847,4793,54,50,0,4,98.89%
4,32,8,random,4847,4793,54,50,0,4,98.89%
4,32,4,random,4847,4792,55,50,0,5,98.87%
4,16,4,lru,4847,4790,57,50,7,0,98.82%
4,16,8,lru,4847,4789,58,50,8,0,98.80%
4,16,2,lru,4847,4789,58,50,6,2,98.80%
4,16,2,fifo,4847,4786,61,50,6,5,98.74%
4,16,8,fifo,4847,4786,61,50,8,3,98.74%
4,16,4,fifo,4847,4786,61,50,8,3,98.74%
4,16,2,random,4847,4786,61,50,6,5,98.74%
4,16,8,random,4847,4779,68,50,7,11,98.60%
4,16,4,random,4847,4779,68,50,6,12,98.60%
4,16,1,fifo,4847,4565,282,50,5,227,94.18%
4,16,1,random,4847,4565,282,50,5,227,94.18%
4,16,1,lru,4847,4565,282,50,5,227,94.18%
