commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失
9aaf91a26,格式串少一个{}，icache_miss没写进表格，并且实现了synth可以综合,14141898,406026,0.0287,450,36635.480000,573984,573983,67434,54383,305524,121817,0,146642,30.81,1575217,11992694,2998420,8420290,92949,573987,3631629,36.81,21.14,134868,2279648,108766,986530,294714,279273
