commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
09df28a30,,4699017,405763,0.0864,450,72010.456000,637411,573560,67440,54403,305217,121843,2,146498,6.18,3091337,4015547,218902,723074,36871,36872,1838060,40.09,11.23,559687,1880834,556328,1173647,615066,31532,2.5,1729142,1729142,0,2287397,1
