commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
e980de45c,AI建议的R通道切片优化流水线架构,4989847,405649,0.0813,450,94683.960000,637849,573369,67432,54394,305126,121826,2,146415,6.69,3404415,4306326,163955,726250,36835,36836,2446705,33.31,26.69,296796,1882134,230543,1167065,626143,20542,2.4,1482370,1482370,0,1969773,1
