分支BTB组数,分支BTB相联度,jalBTB组数,jalBTB相联度,算法,总分支,正确,误预测,准确率(%),分支总数,分支正确,分支准确率(%),jal总数,jal正确,jal准确率(%)
16,4,64,4,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,64,2,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,64,1,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,32,4,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,32,2,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,32,1,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,16,4,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,16,2,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,16,1,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,8,4,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,8,2,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,8,1,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,4,4,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,4,4,1,BTFN+SharedJal,276831713,226922595,49909118,81.97,244368073,197214882,80.70,32463640,29707713,91.51
16,2,4,1,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,16,4,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,4,2,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,64,4,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,4,4,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,16,2,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,64,2,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,8,1,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,64,1,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,8,2,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,32,4,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,8,4,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,32,2,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,16,1,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,2,32,1,BTFN+SharedJal,276831713,226893868,49937845,81.96,244368073,197186605,80.69,32463640,29707263,91.51
16,1,32,2,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,64,2,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,4,1,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,64,4,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,64,1,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,32,4,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,32,1,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,4,2,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,4,4,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,16,4,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,8,1,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,16,2,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,16,1,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,8,4,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
16,1,8,2,BTFN+SharedJal,276831713,226893819,49937894,81.96,244368073,197186572,80.69,32463640,29707247,91.51
8,4,64,4,BTFN+SplitJal,276831713,217475774,59355939,78.56,244368073,185012329,75.71,32463640,32463445,100.00
8,4,64,2,BTFN+SplitJal,276831713,217475728,59355985,78.56,244368073,185012329,75.71,32463640,32463399,100.00
8,4,64,1,BTFN+SplitJal,276831713,217475609,59356104,78.56,244368073,185012329,75.71,32463640,32463280,100.00
8,1,64,4,BTFN+SplitJal,276831713,217456971,59374742,78.55,244368073,184993526,75.70,32463640,32463445,100.00
8,2,64,4,BTFN+SplitJal,276831713,217456958,59374755,78.55,244368073,184993513,75.70,32463640,32463445,100.00
8,1,64,2,BTFN+SplitJal,276831713,217456925,59374788,78.55,244368073,184993526,75.70,32463640,32463399,100.00
8,2,64,2,BTFN+SplitJal,276831713,217456912,59374801,78.55,244368073,184993513,75.70,32463640,32463399,100.00
8,1,64,1,BTFN+SplitJal,276831713,217456806,59374907,78.55,244368073,184993526,75.70,32463640,32463280,100.00
8,2,64,1,BTFN+SplitJal,276831713,217456793,59374920,78.55,244368073,184993513,75.70,32463640,32463280,100.00
8,4,32,4,BTFN+SplitJal,276831713,217395838,59435875,78.53,244368073,185012329,75.71,32463640,32383509,99.75
8,4,32,2,BTFN+SplitJal,276831713,217395493,59436220,78.53,244368073,185012329,75.71,32463640,32383164,99.75
8,1,32,4,BTFN+SplitJal,276831713,217377035,59454678,78.52,244368073,184993526,75.70,32463640,32383509,99.75
8,2,32,4,BTFN+SplitJal,276831713,217377022,59454691,78.52,244368073,184993513,75.70,32463640,32383509,99.75
8,1,32,2,BTFN+SplitJal,276831713,217376690,59455023,78.52,244368073,184993526,75.70,32463640,32383164,99.75
8,2,32,2,BTFN+SplitJal,276831713,217376677,59455036,78.52,244368073,184993513,75.70,32463640,32383164,99.75
8,4,32,1,BTFN+SplitJal,276831713,217372610,59459103,78.52,244368073,185012329,75.71,32463640,32360281,99.68
8,4,16,4,BTFN+SplitJal,276831713,217359486,59472227,78.52,244368073,185012329,75.71,32463640,32347157,99.64
8,1,32,1,BTFN+SplitJal,276831713,217353807,59477906,78.51,244368073,184993526,75.70,32463640,32360281,99.68
8,2,32,1,BTFN+SplitJal,276831713,217353794,59477919,78.51,244368073,184993513,75.70,32463640,32360281,99.68
8,1,16,4,BTFN+SplitJal,276831713,217340683,59491030,78.51,244368073,184993526,75.70,32463640,32347157,99.64
8,2,16,4,BTFN+SplitJal,276831713,217340670,59491043,78.51,244368073,184993513,75.70,32463640,32347157,99.64
8,4,16,2,BTFN+SplitJal,276831713,217330751,59500962,78.51,244368073,185012329,75.71,32463640,32318422,99.55
8,4,16,1,BTFN+SplitJal,276831713,217330665,59501048,78.51,244368073,185012329,75.71,32463640,32318336,99.55
8,1,16,2,BTFN+SplitJal,276831713,217311948,59519765,78.50,244368073,184993526,75.70,32463640,32318422,99.55
8,2,16,2,BTFN+SplitJal,276831713,217311935,59519778,78.50,244368073,184993513,75.70,32463640,32318422,99.55
8,1,16,1,BTFN+SplitJal,276831713,217311862,59519851,78.50,244368073,184993526,75.70,32463640,32318336,99.55
8,2,16,1,BTFN+SplitJal,276831713,217311849,59519864,78.50,244368073,184993513,75.70,32463640,32318336,99.55
8,4,8,4,BTFN+SplitJal,276831713,216449902,60381811,78.19,244368073,185012329,75.71,32463640,31437573,96.84
8,4,8,2,BTFN+SplitJal,276831713,216449717,60381996,78.19,244368073,185012329,75.71,32463640,31437388,96.84
8,4,8,1,BTFN+SplitJal,276831713,216449673,60382040,78.19,244368073,185012329,75.71,32463640,31437344,96.84
8,1,8,4,BTFN+SplitJal,276831713,216431099,60400614,78.18,244368073,184993526,75.70,32463640,31437573,96.84
8,2,8,4,BTFN+SplitJal,276831713,216431086,60400627,78.18,244368073,184993513,75.70,32463640,31437573,96.84
8,1,8,2,BTFN+SplitJal,276831713,216430914,60400799,78.18,244368073,184993526,75.70,32463640,31437388,96.84
8,2,8,2,BTFN+SplitJal,276831713,216430901,60400812,78.18,244368073,184993513,75.70,32463640,31437388,96.84
8,1,8,1,BTFN+SplitJal,276831713,216430870,60400843,78.18,244368073,184993526,75.70,32463640,31437344,96.84
8,2,8,1,BTFN+SplitJal,276831713,216430857,60400856,78.18,244368073,184993513,75.70,32463640,31437344,96.84
8,4,4,4,BTFN+SplitJal,276831713,215424028,61407685,77.82,244368073,185012329,75.71,32463640,30411699,93.68
8,4,4,2,BTFN+SplitJal,276831713,215423987,61407726,77.82,244368073,185012329,75.71,32463640,30411658,93.68
8,4,4,1,BTFN+SplitJal,276831713,215423987,61407726,77.82,244368073,185012329,75.71,32463640,30411658,93.68
8,1,4,4,BTFN+SplitJal,276831713,215405225,61426488,77.81,244368073,184993526,75.70,32463640,30411699,93.68
8,2,4,4,BTFN+SplitJal,276831713,215405212,61426501,77.81,244368073,184993513,75.70,32463640,30411699,93.68
8,1,4,2,BTFN+SplitJal,276831713,215405184,61426529,77.81,244368073,184993526,75.70,32463640,30411658,93.68
8,1,4,1,BTFN+SplitJal,276831713,215405184,61426529,77.81,244368073,184993526,75.70,32463640,30411658,93.68
8,2,4,2,BTFN+SplitJal,276831713,215405171,61426542,77.81,244368073,184993513,75.70,32463640,30411658,93.68
8,2,4,1,BTFN+SplitJal,276831713,215405171,61426542,77.81,244368073,184993513,75.70,32463640,30411658,93.68
8,4,16,2,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,64,2,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,32,2,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,16,4,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,32,4,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,64,4,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,16,1,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,64,1,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,32,1,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,8,4,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,8,2,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,8,1,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,4,4,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,4,2,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,4,4,1,BTFN+SharedJal,276831713,206043481,70788232,74.43,244368073,185078234,75.74,32463640,20965247,64.58
8,1,32,2,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,16,2,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,16,1,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,32,4,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,64,1,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,8,4,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,64,2,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,8,2,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,64,4,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,8,1,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,32,1,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,4,4,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,16,4,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,4,2,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,1,4,1,BTFN+SharedJal,276831713,206043411,70788302,74.43,244368073,185078210,75.74,32463640,20965201,64.58
8,2,8,1,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,4,1,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,4,2,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,4,4,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,64,1,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,16,4,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,16,2,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,32,1,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,16,1,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,32,2,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,8,4,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,64,4,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,32,4,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,64,2,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
8,2,8,2,BTFN+SharedJal,276831713,206043410,70788303,74.43,244368073,185078209,75.74,32463640,20965201,64.58
32,2,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,2,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,2,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,8,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,64,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,16,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,8,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,16,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,64,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
64,1,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,8,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,64,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,32,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,16,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,32,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,4,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,2,64,4,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,64,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,1,64,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,4,4,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
16,4,64,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
4,2,32,1,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
32,4,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
8,1,4,2,AlwaysJump,276831713,200528576,76303137,72.44,244368073,168064936,68.78,32463640,32463640,100.00
