块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率,缺失代价(事务数)
8,4,32,2,fifo,198,69,129,86,43,0,34.85%,258
8,4,32,2,lru,198,69,129,86,43,0,34.85%,258
8,4,32,4,fifo,198,67,131,86,45,0,33.84%,262
8,4,32,1,fifo,198,66,132,86,42,4,33.33%,264
8,4,32,1,random,198,66,132,86,42,4,33.33%,264
8,4,32,1,lru,198,66,132,86,42,4,33.33%,264
8,4,32,4,lru,198,66,132,86,46,0,33.33%,264
8,4,32,2,random,198,66,132,86,42,4,33.33%,264
8,4,32,4,random,198,63,135,86,43,6,31.82%,270
4,256,1024,4,fifo,198,50,148,148,0,0,25.25%,148
4,64,256,2,fifo,198,50,148,148,0,0,25.25%,148
4,256,1024,2,lru,198,50,148,148,0,0,25.25%,148
4,256,1024,2,fifo,198,50,148,148,0,0,25.25%,148
4,128,512,8,random,198,50,148,148,0,0,25.25%,148
4,128,512,8,lru,198,50,148,148,0,0,25.25%,148
4,128,512,8,fifo,198,50,148,148,0,0,25.25%,148
4,128,512,4,lru,198,50,148,148,0,0,25.25%,148
4,128,512,4,fifo,198,50,148,148,0,0,25.25%,148
4,128,512,2,random,198,50,148,148,0,0,25.25%,148
4,128,512,2,lru,198,50,148,148,0,0,25.25%,148
4,128,512,2,fifo,198,50,148,148,0,0,25.25%,148
4,64,256,8,lru,198,50,148,148,0,0,25.25%,148
4,64,256,8,fifo,198,50,148,148,0,0,25.25%,148
4,64,256,4,lru,198,50,148,148,0,0,25.25%,148
4,64,256,4,fifo,198,50,148,148,0,0,25.25%,148
4,32,128,8,lru,198,50,148,148,0,0,25.25%,148
4,32,128,4,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,2,random,198,50,148,148,0,0,25.25%,148
4,512,2048,8,random,198,50,148,148,0,0,25.25%,148
4,256,1024,4,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,8,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,8,fifo,198,50,148,148,0,0,25.25%,148
4,512,2048,4,random,198,50,148,148,0,0,25.25%,148
4,512,2048,4,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,4,fifo,198,50,148,148,0,0,25.25%,148
4,512,2048,2,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,2,fifo,198,50,148,148,0,0,25.25%,148
4,512,2048,1,random,198,50,148,148,0,0,25.25%,148
4,512,2048,1,lru,198,50,148,148,0,0,25.25%,148
4,512,2048,1,fifo,198,50,148,148,0,0,25.25%,148
4,256,1024,8,random,198,50,148,148,0,0,25.25%,148
4,256,1024,8,fifo,198,50,148,148,0,0,25.25%,148
4,256,1024,8,lru,198,50,148,148,0,0,25.25%,148
4,128,512,4,random,198,49,149,148,0,1,24.75%,149
4,256,1024,4,random,198,49,149,148,0,1,24.75%,149
4,64,256,2,lru,198,49,149,148,0,1,24.75%,149
4,256,1024,1,random,198,49,149,148,0,1,24.75%,149
4,256,1024,1,lru,198,49,149,148,0,1,24.75%,149
4,256,1024,1,fifo,198,49,149,148,0,1,24.75%,149
4,128,512,1,fifo,198,48,150,148,0,2,24.24%,150
4,128,512,1,lru,198,48,150,148,0,2,24.24%,150
4,128,512,1,random,198,48,150,148,0,2,24.24%,150
4,256,1024,2,random,198,48,150,148,0,2,24.24%,150
4,64,256,4,random,198,47,151,148,0,3,23.74%,151
4,64,256,8,random,198,47,151,148,0,3,23.74%,151
4,64,256,2,random,198,46,152,148,0,4,23.23%,152
4,32,128,2,lru,198,46,152,148,0,4,23.23%,152
4,32,128,2,random,198,44,154,148,0,6,22.22%,154
4,32,128,4,random,198,43,155,148,0,7,21.72%,155
4,64,256,1,fifo,198,42,156,148,0,8,21.21%,156
4,64,256,1,lru,198,42,156,148,0,8,21.21%,156
4,64,256,1,random,198,42,156,148,0,8,21.21%,156
4,32,128,2,fifo,198,42,156,148,0,8,21.21%,156
4,32,128,8,fifo,198,41,157,148,0,9,20.71%,157
4,32,128,4,fifo,198,41,157,148,0,9,20.71%,157
4,32,128,8,random,198,41,157,148,0,9,20.71%,157
4,32,128,1,random,198,37,161,148,0,13,18.69%,161
4,32,128,1,lru,198,37,161,148,0,13,18.69%,161
4,32,128,1,fifo,198,37,161,148,0,13,18.69%,161
4,16,64,1,lru,198,30,168,148,16,4,15.15%,168
4,16,64,1,fifo,198,30,168,148,16,4,15.15%,168
4,16,64,1,random,198,30,168,148,16,4,15.15%,168
4,16,64,4,lru,198,26,172,148,20,4,13.13%,172
4,16,64,4,random,198,25,173,148,16,9,12.63%,173
4,16,64,4,fifo,198,25,173,148,20,5,12.63%,173
4,16,64,8,lru,198,23,175,148,24,3,11.62%,175
4,16,64,8,random,198,23,175,148,20,7,11.62%,175
4,16,64,8,fifo,198,23,175,148,23,4,11.62%,175
4,16,64,2,lru,198,22,176,148,22,6,11.11%,176
4,16,64,2,random,198,21,177,148,22,7,10.61%,177
4,16,64,2,fifo,198,20,178,148,22,8,10.10%,178
4,8,32,4,random,198,15,183,148,32,3,7.58%,183
4,8,32,8,random,198,13,185,148,34,3,6.57%,185
4,8,32,2,random,198,12,186,148,34,4,6.06%,186
4,8,32,4,fifo,198,10,188,148,40,0,5.05%,188
4,8,32,4,lru,198,10,188,148,40,0,5.05%,188
4,8,32,8,fifo,198,10,188,148,40,0,5.05%,188
4,8,32,8,lru,198,10,188,148,40,0,5.05%,188
4,8,32,2,lru,198,8,190,148,40,2,4.04%,190
4,8,32,2,fifo,198,8,190,148,40,2,4.04%,190
4,8,32,1,random,198,8,190,148,40,2,4.04%,190
4,8,32,1,lru,198,8,190,148,40,2,4.04%,190
4,8,32,1,fifo,198,8,190,148,40,2,4.04%,190
4,4,16,4,random,198,3,195,148,47,0,1.52%,195
4,4,16,2,random,198,1,197,148,49,0,0.51%,197
4,4,16,1,fifo,198,0,198,148,50,0,0.00%,198
4,4,16,4,lru,198,0,198,148,50,0,0.00%,198
4,4,16,4,fifo,198,0,198,148,50,0,0.00%,198
4,4,16,2,lru,198,0,198,148,50,0,0.00%,198
4,4,16,2,fifo,198,0,198,148,50,0,0.00%,198
4,4,16,1,random,198,0,198,148,50,0,0.00%,198
4,4,16,1,lru,198,0,198,148,50,0,0.00%,198
