commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
141cc7621,FIRRTL优化太激进了，把很多组件优化掉了，导致出问题了，我都没发现原因，AI发现的，帮我修复了,5071664,405859,0.0800,450,96647.880000,682832,573668,67440,54403,305313,121843,2,146510,6.54,3347598,4318387,154733,803648,60243,60244,2401578,32.31,27.40,292644,1818712,268311,1167929,670424,22609,2.4,1373220,1373220,0,2096418,1
