commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
b1cbcf438,直接让AI写了一份启动测试程序，然后npc模式下测试通过，ysyxsoc模式太慢了,474772,32667,0.0688,300,54294.058000,48808,48808,8423,8070,16304,16493,117,15894,17.90,304257,121703,10868,62027,8008,48812,278740,8.86,25.29,16846,49375,16140,179886,48268,544,2.5
