commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
d923c2e15,,13639534,404025,0.0296,300,28339.108000,570939,570939,66951,53905,303430,120856,522,146131,29.27,3351829,9716762,1046354,8099469,92920,570943,3416019,31.00,24.87,133902,1874463,107810,1178988,502385,68558,17.0
