commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
89a00f161,> generate verilog ysyx_26030103 林俊杰 Linux DESKTOP-PAP9J8T 6.18.33.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Fri Jun  5 01:12:21 UTC 2026 x86_64 GNU/Linux  10:35:10 up  1:30;  1 user;  load average: 0.43; 0.87; 2.01,3296141,403605,0.1224,450,80776.640000,570276,570276,66914,53877,303071,120791,521,145893,11.07,1641159,1084702,115516,398910,92799,570280,1216572,11.25,8.61,133828,551897,107754,302302,558606,11674,1.9
