commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待
deeb44513,规范代码,1676608,165275,0.0986,450,28516.320000,237464,237464,27804,28211,129324,56015,0,52125,6.50,237464,1201681,489289,712392,36069,237463,307840,6.00,5.00,55608,83373,56422,56422
