块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率,缺失代价(事务数)
32,256,8192,8,random,10,7,3,3,0,0,70.00%,24
32,256,8192,8,lru,10,7,3,3,0,0,70.00%,24
32,256,8192,8,fifo,10,7,3,3,0,0,70.00%,24
32,256,8192,4,random,10,7,3,3,0,0,70.00%,24
32,256,8192,4,lru,10,7,3,3,0,0,70.00%,24
32,256,8192,4,fifo,10,7,3,3,0,0,70.00%,24
32,512,16384,2,lru,10,7,3,3,0,0,70.00%,24
32,128,4096,8,lru,10,7,3,3,0,0,70.00%,24
32,128,4096,8,fifo,10,7,3,3,0,0,70.00%,24
32,128,4096,4,random,10,7,3,3,0,0,70.00%,24
32,128,4096,4,lru,10,7,3,3,0,0,70.00%,24
32,128,4096,4,fifo,10,7,3,3,0,0,70.00%,24
128,4,512,4,fifo,10,7,3,3,0,0,70.00%,96
32,64,2048,8,random,10,7,3,3,0,0,70.00%,24
32,64,2048,8,lru,10,7,3,3,0,0,70.00%,24
32,64,2048,8,fifo,10,7,3,3,0,0,70.00%,24
32,64,2048,4,random,10,7,3,3,0,0,70.00%,24
64,4,256,4,random,10,7,3,3,0,0,70.00%,48
64,512,32768,4,random,10,7,3,3,0,0,70.00%,48
64,512,32768,8,fifo,10,7,3,3,0,0,70.00%,48
64,8,512,8,random,10,7,3,3,0,0,70.00%,48
64,8,512,8,lru,10,7,3,3,0,0,70.00%,48
64,8,512,8,fifo,10,7,3,3,0,0,70.00%,48
64,8,512,4,random,10,7,3,3,0,0,70.00%,48
64,8,512,4,lru,10,7,3,3,0,0,70.00%,48
64,8,512,4,fifo,10,7,3,3,0,0,70.00%,48
64,512,32768,8,lru,10,7,3,3,0,0,70.00%,48
64,512,32768,8,random,10,7,3,3,0,0,70.00%,48
16,32,512,4,random,10,7,3,3,0,0,70.00%,12
64,4,256,4,lru,10,7,3,3,0,0,70.00%,48
64,4,256,4,fifo,10,7,3,3,0,0,70.00%,48
32,512,16384,8,random,10,7,3,3,0,0,70.00%,24
32,512,16384,8,lru,10,7,3,3,0,0,70.00%,24
32,512,16384,8,fifo,10,7,3,3,0,0,70.00%,24
32,512,16384,4,random,10,7,3,3,0,0,70.00%,24
32,512,16384,4,lru,10,7,3,3,0,0,70.00%,24
32,512,16384,4,fifo,10,7,3,3,0,0,70.00%,24
32,512,16384,2,random,10,7,3,3,0,0,70.00%,24
128,128,16384,8,random,10,7,3,3,0,0,70.00%,96
128,128,16384,1,lru,10,7,3,3,0,0,70.00%,96
128,256,32768,8,fifo,10,7,3,3,0,0,70.00%,96
128,256,32768,4,random,10,7,3,3,0,0,70.00%,96
128,256,32768,4,lru,10,7,3,3,0,0,70.00%,96
128,128,16384,1,random,10,7,3,3,0,0,70.00%,96
128,128,16384,2,fifo,10,7,3,3,0,0,70.00%,96
128,256,32768,2,random,10,7,3,3,0,0,70.00%,96
128,256,32768,2,lru,10,7,3,3,0,0,70.00%,96
128,256,32768,2,fifo,10,7,3,3,0,0,70.00%,96
128,256,32768,1,random,10,7,3,3,0,0,70.00%,96
128,256,32768,1,lru,10,7,3,3,0,0,70.00%,96
128,256,32768,1,fifo,10,7,3,3,0,0,70.00%,96
128,256,32768,4,fifo,10,7,3,3,0,0,70.00%,96
128,128,16384,8,lru,10,7,3,3,0,0,70.00%,96
128,128,16384,2,lru,10,7,3,3,0,0,70.00%,96
128,64,8192,4,fifo,10,7,3,3,0,0,70.00%,96
128,128,16384,8,fifo,10,7,3,3,0,0,70.00%,96
128,128,16384,4,random,10,7,3,3,0,0,70.00%,96
128,128,16384,4,lru,10,7,3,3,0,0,70.00%,96
128,128,16384,2,random,10,7,3,3,0,0,70.00%,96
128,64,8192,8,fifo,10,7,3,3,0,0,70.00%,96
128,64,8192,4,random,10,7,3,3,0,0,70.00%,96
128,64,8192,4,lru,10,7,3,3,0,0,70.00%,96
128,128,16384,4,fifo,10,7,3,3,0,0,70.00%,96
128,256,32768,8,lru,10,7,3,3,0,0,70.00%,96
128,512,65536,8,random,10,7,3,3,0,0,70.00%,96
128,512,65536,8,lru,10,7,3,3,0,0,70.00%,96
128,512,65536,8,fifo,10,7,3,3,0,0,70.00%,96
128,512,65536,4,random,10,7,3,3,0,0,70.00%,96
128,512,65536,4,lru,10,7,3,3,0,0,70.00%,96
128,512,65536,4,fifo,10,7,3,3,0,0,70.00%,96
128,512,65536,2,random,10,7,3,3,0,0,70.00%,96
128,512,65536,2,lru,10,7,3,3,0,0,70.00%,96
128,128,16384,1,fifo,10,7,3,3,0,0,70.00%,96
128,64,8192,8,random,10,7,3,3,0,0,70.00%,96
128,64,8192,8,lru,10,7,3,3,0,0,70.00%,96
128,512,65536,2,fifo,10,7,3,3,0,0,70.00%,96
128,512,65536,1,lru,10,7,3,3,0,0,70.00%,96
128,256,32768,8,random,10,7,3,3,0,0,70.00%,96
128,512,65536,1,fifo,10,7,3,3,0,0,70.00%,96
128,512,65536,1,random,10,7,3,3,0,0,70.00%,96
16,512,8192,1,random,10,6,4,3,0,1,60.00%,16
8,16,128,4,fifo,10,6,4,4,0,0,60.00%,8
32,16,512,2,fifo,10,6,4,3,0,1,60.00%,32
128,8,1024,2,random,10,6,4,3,0,1,60.00%,128
8,16,128,4,lru,10,6,4,4,0,0,60.00%,8
8,16,128,4,random,10,6,4,4,0,0,60.00%,8
32,4,128,2,fifo,10,6,4,3,0,1,60.00%,32
32,4,128,2,random,10,6,4,3,0,1,60.00%,32
16,512,8192,1,lru,10,6,4,3,0,1,60.00%,16
8,256,2048,8,random,10,6,4,4,0,0,60.00%,8
8,8,64,4,fifo,10,6,4,4,0,0,60.00%,8
8,16,128,8,fifo,10,6,4,4,0,0,60.00%,8
16,512,8192,2,fifo,10,6,4,3,0,1,60.00%,16
8,8,64,4,lru,10,6,4,4,0,0,60.00%,8
32,8,256,2,random,10,6,4,3,0,1,60.00%,32
32,8,256,2,fifo,10,6,4,3,0,1,60.00%,32
8,8,64,4,random,10,6,4,4,0,0,60.00%,8
8,8,64,8,fifo,10,6,4,4,0,0,60.00%,8
8,8,64,8,lru,10,6,4,4,0,0,60.00%,8
8,8,64,8,random,10,6,4,4,0,0,60.00%,8
32,256,8192,2,random,10,6,4,3,0,1,60.00%,32
64,128,8192,2,random,10,6,4,3,0,1,60.00%,64
64,128,8192,2,fifo,10,6,4,3,0,1,60.00%,64
64,128,8192,1,random,10,6,4,3,0,1,60.00%,64
64,128,8192,1,lru,10,6,4,3,0,1,60.00%,64
64,128,8192,1,fifo,10,6,4,3,0,1,60.00%,64
64,64,4096,2,random,10,6,4,3,0,1,60.00%,64
64,64,4096,2,fifo,10,6,4,3,0,1,60.00%,64
64,32,2048,2,random,10,6,4,3,0,1,60.00%,64
64,32,2048,2,fifo,10,6,4,3,0,1,60.00%,64
64,16,1024,2,random,10,6,4,3,0,1,60.00%,64
64,16,1024,2,fifo,10,6,4,3,0,1,60.00%,64
64,8,512,2,random,10,6,4,3,0,1,60.00%,64
64,8,512,2,fifo,10,6,4,3,0,1,60.00%,64
64,4,256,2,fifo,10,6,4,3,0,1,60.00%,64
128,4,512,2,fifo,10,6,4,3,0,1,60.00%,128
32,16,512,2,random,10,6,4,3,0,1,60.00%,32
32,256,8192,2,fifo,10,6,4,3,0,1,60.00%,32
32,256,8192,1,random,10,6,4,3,0,1,60.00%,32
32,256,8192,1,lru,10,6,4,3,0,1,60.00%,32
32,256,8192,1,fifo,10,6,4,3,0,1,60.00%,32
32,128,4096,2,fifo,10,6,4,3,0,1,60.00%,32
128,4,512,2,random,10,6,4,3,0,1,60.00%,128
32,64,2048,2,random,10,6,4,3,0,1,60.00%,32
32,64,2048,2,fifo,10,6,4,3,0,1,60.00%,32
32,32,1024,2,random,10,6,4,3,0,1,60.00%,32
32,32,1024,2,fifo,10,6,4,3,0,1,60.00%,32
128,8,1024,2,fifo,10,6,4,3,0,1,60.00%,128
8,4,32,4,fifo,10,6,4,4,0,0,60.00%,8
8,4,32,4,lru,10,6,4,4,0,0,60.00%,8
8,4,32,4,random,10,6,4,4,0,0,60.00%,8
128,64,8192,2,random,10,6,4,3,0,1,60.00%,128
8,128,1024,8,random,10,6,4,4,0,0,60.00%,8
8,128,1024,8,lru,10,6,4,4,0,0,60.00%,8
8,128,1024,8,fifo,10,6,4,4,0,0,60.00%,8
128,32,4096,2,fifo,10,6,4,3,0,1,60.00%,128
16,512,8192,1,fifo,10,6,4,3,0,1,60.00%,16
16,16,256,2,random,10,6,4,3,0,1,60.00%,16
8,128,1024,4,random,10,6,4,4,0,0,60.00%,8
8,128,1024,4,lru,10,6,4,4,0,0,60.00%,8
8,128,1024,4,fifo,10,6,4,4,0,0,60.00%,8
128,64,8192,2,fifo,10,6,4,3,0,1,60.00%,128
16,32,512,2,fifo,10,6,4,3,0,1,60.00%,16
16,32,512,2,random,10,6,4,3,0,1,60.00%,16
8,64,512,8,random,10,6,4,4,0,0,60.00%,8
8,64,512,8,lru,10,6,4,4,0,0,60.00%,8
8,64,512,8,fifo,10,6,4,4,0,0,60.00%,8
8,64,512,4,random,10,6,4,4,0,0,60.00%,8
8,64,512,4,lru,10,6,4,4,0,0,60.00%,8
8,64,512,4,fifo,10,6,4,4,0,0,60.00%,8
16,64,1024,2,fifo,10,6,4,3,0,1,60.00%,16
8,256,2048,4,random,10,6,4,4,0,0,60.00%,8
128,64,8192,1,fifo,10,6,4,3,0,1,60.00%,128
8,256,2048,8,lru,10,6,4,4,0,0,60.00%,8
8,512,4096,4,fifo,10,6,4,4,0,0,60.00%,8
8,512,4096,4,lru,10,6,4,4,0,0,60.00%,8
8,512,4096,4,random,10,6,4,4,0,0,60.00%,8
8,512,4096,8,fifo,10,6,4,4,0,0,60.00%,8
8,512,4096,8,lru,10,6,4,4,0,0,60.00%,8
8,512,4096,8,random,10,6,4,4,0,0,60.00%,8
8,256,2048,8,fifo,10,6,4,4,0,0,60.00%,8
16,16,256,2,fifo,10,6,4,3,0,1,60.00%,16
8,256,2048,4,lru,10,6,4,4,0,0,60.00%,8
16,4,64,2,fifo,10,6,4,3,0,1,60.00%,16
16,4,64,2,random,10,6,4,3,0,1,60.00%,16
8,256,2048,4,fifo,10,6,4,4,0,0,60.00%,8
128,32,4096,2,random,10,6,4,3,0,1,60.00%,128
16,8,128,2,fifo,10,6,4,3,0,1,60.00%,16
16,8,128,2,random,10,6,4,3,0,1,60.00%,16
128,64,8192,1,lru,10,6,4,3,0,1,60.00%,128
128,64,8192,1,random,10,6,4,3,0,1,60.00%,128
8,32,256,4,lru,10,6,4,4,0,0,60.00%,8
128,16,2048,2,fifo,10,6,4,3,0,1,60.00%,128
128,16,2048,2,random,10,6,4,3,0,1,60.00%,128
8,32,256,4,fifo,10,6,4,4,0,0,60.00%,8
8,32,256,8,lru,10,6,4,4,0,0,60.00%,8
16,256,4096,2,fifo,10,6,4,3,0,1,60.00%,16
16,128,2048,2,fifo,10,6,4,3,0,1,60.00%,16
8,32,256,8,random,10,6,4,4,0,0,60.00%,8
8,32,256,4,random,10,6,4,4,0,0,60.00%,8
8,16,128,8,random,10,6,4,4,0,0,60.00%,8
8,16,128,8,lru,10,6,4,4,0,0,60.00%,8
16,64,1024,2,random,10,6,4,3,0,1,60.00%,16
8,32,256,8,fifo,10,6,4,4,0,0,60.00%,8
4,32,128,8,random,10,5,5,5,0,0,50.00%,5
16,64,1024,2,lru,10,5,5,3,0,2,50.00%,20
4,32,128,4,fifo,10,5,5,5,0,0,50.00%,5
4,32,128,4,lru,10,5,5,5,0,0,50.00%,5
4,32,128,4,random,10,5,5,5,0,0,50.00%,5
4,32,128,8,fifo,10,5,5,5,0,0,50.00%,5
4,32,128,8,lru,10,5,5,5,0,0,50.00%,5
32,4,128,2,lru,10,5,5,3,0,2,50.00%,40
64,16,1024,2,lru,10,5,5,3,0,2,50.00%,80
16,8,128,2,lru,10,5,5,3,0,2,50.00%,20
4,64,256,8,fifo,10,5,5,5,0,0,50.00%,5
4,64,256,4,random,10,5,5,5,0,0,50.00%,5
8,32,256,2,random,10,5,5,4,0,1,50.00%,10
4,64,256,8,random,10,5,5,5,0,0,50.00%,5
4,64,256,4,fifo,10,5,5,5,0,0,50.00%,5
4,64,256,8,lru,10,5,5,5,0,0,50.00%,5
4,64,256,4,lru,10,5,5,5,0,0,50.00%,5
16,128,2048,2,random,10,5,5,3,0,2,50.00%,20
16,128,2048,2,lru,10,5,5,3,0,2,50.00%,20
64,4,256,2,lru,10,5,5,3,0,2,50.00%,80
64,8,512,2,lru,10,5,5,3,0,2,50.00%,80
64,4,256,2,random,10,5,5,3,0,2,50.00%,80
8,16,128,2,random,10,5,5,4,0,1,50.00%,10
8,512,4096,2,fifo,10,5,5,4,0,1,50.00%,10
4,4,16,4,lru,10,5,5,5,0,0,50.00%,5
8,32,256,2,fifo,10,5,5,4,0,1,50.00%,10
16,512,8192,2,lru,10,5,5,3,0,2,50.00%,20
16,512,8192,2,random,10,5,5,3,0,2,50.00%,20
4,8,32,4,fifo,10,5,5,5,0,0,50.00%,5
4,8,32,4,lru,10,5,5,5,0,0,50.00%,5
4,8,32,4,random,10,5,5,5,0,0,50.00%,5
4,8,32,8,fifo,10,5,5,5,0,0,50.00%,5
4,8,32,8,lru,10,5,5,5,0,0,50.00%,5
16,256,4096,2,random,10,5,5,3,0,2,50.00%,20
64,128,8192,2,lru,10,5,5,3,0,2,50.00%,80
16,256,4096,2,lru,10,5,5,3,0,2,50.00%,20
128,32,4096,2,lru,10,5,5,3,0,2,50.00%,160
4,8,32,8,random,10,5,5,5,0,0,50.00%,5
16,4,64,2,lru,10,5,5,3,0,2,50.00%,20
8,16,128,2,fifo,10,5,5,4,0,1,50.00%,10
64,64,4096,2,lru,10,5,5,3,0,2,50.00%,80
4,16,64,4,fifo,10,5,5,5,0,0,50.00%,5
4,16,64,4,lru,10,5,5,5,0,0,50.00%,5
4,16,64,4,random,10,5,5,5,0,0,50.00%,5
4,16,64,8,fifo,10,5,5,5,0,0,50.00%,5
4,16,64,8,lru,10,5,5,5,0,0,50.00%,5
4,16,64,8,random,10,5,5,5,0,0,50.00%,5
8,256,2048,2,random,10,5,5,4,0,1,50.00%,10
8,256,2048,2,fifo,10,5,5,4,0,1,50.00%,10
64,32,2048,2,lru,10,5,5,3,0,2,50.00%,80
16,32,512,2,lru,10,5,5,3,0,2,50.00%,20
8,128,1024,2,random,10,5,5,4,0,1,50.00%,10
4,256,1024,4,lru,10,5,5,5,0,0,50.00%,5
4,256,1024,4,random,10,5,5,5,0,0,50.00%,5
4,256,1024,8,fifo,10,5,5,5,0,0,50.00%,5
4,256,1024,8,lru,10,5,5,5,0,0,50.00%,5
4,256,1024,8,random,10,5,5,5,0,0,50.00%,5
8,128,1024,2,fifo,10,5,5,4,0,1,50.00%,10
32,128,4096,2,random,10,5,5,3,0,2,50.00%,40
32,128,4096,2,lru,10,5,5,3,0,2,50.00%,40
128,64,8192,2,lru,10,5,5,3,0,2,50.00%,160
8,8,64,2,fifo,10,5,5,4,0,1,50.00%,10
4,512,2048,4,fifo,10,5,5,5,0,0,50.00%,5
4,512,2048,4,lru,10,5,5,5,0,0,50.00%,5
128,4,512,2,lru,10,5,5,3,0,2,50.00%,160
32,64,2048,2,lru,10,5,5,3,0,2,50.00%,40
4,512,2048,4,random,10,5,5,5,0,0,50.00%,5
4,512,2048,8,fifo,10,5,5,5,0,0,50.00%,5
4,512,2048,8,lru,10,5,5,5,0,0,50.00%,5
4,512,2048,8,random,10,5,5,5,0,0,50.00%,5
8,64,512,2,fifo,10,5,5,4,0,1,50.00%,10
8,4,32,2,fifo,10,5,5,4,0,1,50.00%,10
128,8,1024,2,lru,10,5,5,3,0,2,50.00%,160
32,32,1024,2,lru,10,5,5,3,0,2,50.00%,40
32,16,512,2,lru,10,5,5,3,0,2,50.00%,40
8,4,32,2,random,10,5,5,4,0,1,50.00%,10
8,64,512,2,random,10,5,5,4,0,1,50.00%,10
16,16,256,2,lru,10,5,5,3,0,2,50.00%,20
32,256,8192,2,lru,10,5,5,3,0,2,50.00%,40
32,8,256,2,lru,10,5,5,3,0,2,50.00%,40
128,16,2048,2,lru,10,5,5,3,0,2,50.00%,160
4,256,1024,4,fifo,10,5,5,5,0,0,50.00%,5
4,128,512,8,random,10,5,5,5,0,0,50.00%,5
4,128,512,8,lru,10,5,5,5,0,0,50.00%,5
4,128,512,8,fifo,10,5,5,5,0,0,50.00%,5
4,128,512,4,random,10,5,5,5,0,0,50.00%,5
4,128,512,4,lru,10,5,5,5,0,0,50.00%,5
4,128,512,4,fifo,10,5,5,5,0,0,50.00%,5
4,8,32,2,random,10,4,6,5,0,1,40.00%,6
4,16,64,2,fifo,10,4,6,5,0,1,40.00%,6
8,16,128,2,lru,10,4,6,4,0,2,40.00%,12
4,128,512,2,random,10,4,6,5,0,1,40.00%,6
8,128,1024,2,lru,10,4,6,4,0,2,40.00%,12
4,8,32,2,fifo,10,4,6,5,0,1,40.00%,6
8,64,512,2,lru,10,4,6,4,0,2,40.00%,12
4,4,16,4,random,10,4,6,5,0,1,40.00%,6
4,4,16,4,fifo,10,4,6,5,0,1,40.00%,6
8,512,4096,2,random,10,4,6,4,0,2,40.00%,12
8,512,4096,2,lru,10,4,6,4,0,2,40.00%,12
8,4,32,2,lru,10,4,6,4,0,2,40.00%,12
4,128,512,2,fifo,10,4,6,5,0,1,40.00%,6
4,64,256,2,random,10,4,6,5,0,1,40.00%,6
4,512,2048,2,random,10,4,6,5,0,1,40.00%,6
4,256,1024,2,random,10,4,6,5,0,1,40.00%,6
4,512,2048,2,fifo,10,4,6,5,0,1,40.00%,6
4,256,1024,2,fifo,10,4,6,5,0,1,40.00%,6
8,8,64,2,random,10,4,6,4,0,2,40.00%,12
8,32,256,2,lru,10,4,6,4,0,2,40.00%,12
8,8,64,2,lru,10,4,6,4,0,2,40.00%,12
4,64,256,2,fifo,10,4,6,5,0,1,40.00%,6
4,32,128,2,fifo,10,4,6,5,0,1,40.00%,6
4,32,128,2,random,10,4,6,5,0,1,40.00%,6
8,256,2048,2,lru,10,4,6,4,0,2,40.00%,12
4,16,64,2,random,10,3,7,5,0,2,30.00%,7
4,64,256,2,lru,10,3,7,5,0,2,30.00%,7
4,8,32,2,lru,10,3,7,5,0,2,30.00%,7
4,128,512,2,lru,10,3,7,5,0,2,30.00%,7
4,32,128,2,lru,10,3,7,5,0,2,30.00%,7
4,256,1024,2,lru,10,3,7,5,0,2,30.00%,7
4,512,2048,2,lru,10,3,7,5,0,2,30.00%,7
4,16,64,2,lru,10,3,7,5,0,2,30.00%,7
128,4,512,1,random,10,2,8,3,0,5,20.00%,256
128,16,2048,1,random,10,2,8,3,0,5,20.00%,256
128,32,4096,1,random,10,2,8,3,0,5,20.00%,256
128,8,1024,1,random,10,2,8,3,0,5,20.00%,256
128,8,1024,1,lru,10,2,8,3,0,5,20.00%,256
128,4,512,1,lru,10,2,8,3,0,5,20.00%,256
128,32,4096,1,fifo,10,2,8,3,0,5,20.00%,256
32,4,128,1,fifo,10,2,8,3,0,5,20.00%,64
128,32,4096,1,lru,10,2,8,3,0,5,20.00%,256
128,8,1024,1,fifo,10,2,8,3,0,5,20.00%,256
128,16,2048,1,lru,10,2,8,3,0,5,20.00%,256
