commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT
6bf87f51e,能力有限，遇到了sdram的模型bug，实在是没排查出来，靠ai排查了： 去掉了 latch，改用 wbu.io.WriteEN 直接计数。现在合在一起的三处改动： 1. MROM.scala：- address.head.base.U（修 hang） 2. sdram_axi_core.v：sdram_data_in_w + rd_q[LATENCY+1]（修 SDRAM 读全 0） 3. ysyx_26030103.scala：去掉 CommitProbe，用 wbu.io.WriteEN（修虚假 IPC）,3415529,404956,0.1186,450,38125.080000,572289,572288,67334,54298,304645,121632,0,146011,6.06,726840,2116397,900192,643916,92584,572292,615454,5.05,5.07,134668,138301,108596,112257,250331,278412,3.9
