commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
99cbbed56,ret设计不出来，让AI上了 实现ret指令的跳转目标预测(RAS)，并根治两阶段查找不一致的致命漏洞，AI实现,4910183,405829,0.0827,450,94313.520000,638169,573650,67440,54403,305283,121843,2,146522,6.56,3340099,4226319,161466,713039,36856,36857,2416727,32.27,26.65,294908,1814133,227468,1168186,626454,20553,2.4,1436029,1436029,0,1919806,1
