块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率,缺失代价(事务数)
64,32,2048,1,fifo,3,2,1,1,0,0,66.67%,16
64,32,2048,1,lru,3,2,1,1,0,0,66.67%,16
64,32,2048,1,random,3,2,1,1,0,0,66.67%,16
64,32,2048,2,fifo,3,2,1,1,0,0,66.67%,16
64,32,2048,2,lru,3,2,1,1,0,0,66.67%,16
64,16,1024,4,random,3,2,1,1,0,0,66.67%,16
64,32,2048,4,fifo,3,2,1,1,0,0,66.67%,16
64,32,2048,4,lru,3,2,1,1,0,0,66.67%,16
64,32,2048,4,random,3,2,1,1,0,0,66.67%,16
64,32,2048,8,fifo,3,2,1,1,0,0,66.67%,16
64,32,2048,8,lru,3,2,1,1,0,0,66.67%,16
64,32,2048,8,random,3,2,1,1,0,0,66.67%,16
64,64,4096,1,fifo,3,2,1,1,0,0,66.67%,16
64,64,4096,1,lru,3,2,1,1,0,0,66.67%,16
64,16,1024,1,fifo,3,2,1,1,0,0,66.67%,16
64,8,512,2,lru,3,2,1,1,0,0,66.67%,16
64,8,512,2,random,3,2,1,1,0,0,66.67%,16
64,8,512,4,fifo,3,2,1,1,0,0,66.67%,16
64,8,512,4,lru,3,2,1,1,0,0,66.67%,16
64,8,512,4,random,3,2,1,1,0,0,66.67%,16
64,8,512,8,fifo,3,2,1,1,0,0,66.67%,16
64,8,512,8,lru,3,2,1,1,0,0,66.67%,16
64,8,512,8,random,3,2,1,1,0,0,66.67%,16
32,256,8192,1,lru,3,2,1,1,0,0,66.67%,8
64,16,1024,1,lru,3,2,1,1,0,0,66.67%,16
64,16,1024,1,random,3,2,1,1,0,0,66.67%,16
64,16,1024,2,fifo,3,2,1,1,0,0,66.67%,16
64,16,1024,2,lru,3,2,1,1,0,0,66.67%,16
64,16,1024,2,random,3,2,1,1,0,0,66.67%,16
64,16,1024,4,fifo,3,2,1,1,0,0,66.67%,16
64,16,1024,4,lru,3,2,1,1,0,0,66.67%,16
32,16,512,2,random,3,2,1,1,0,0,66.67%,8
32,8,256,8,fifo,3,2,1,1,0,0,66.67%,8
32,8,256,8,lru,3,2,1,1,0,0,66.67%,8
32,8,256,8,random,3,2,1,1,0,0,66.67%,8
32,16,512,1,fifo,3,2,1,1,0,0,66.67%,8
32,16,512,1,lru,3,2,1,1,0,0,66.67%,8
32,16,512,1,random,3,2,1,1,0,0,66.67%,8
32,16,512,2,fifo,3,2,1,1,0,0,66.67%,8
32,16,512,2,lru,3,2,1,1,0,0,66.67%,8
32,8,256,4,random,3,2,1,1,0,0,66.67%,8
32,16,512,4,fifo,3,2,1,1,0,0,66.67%,8
32,16,512,4,lru,3,2,1,1,0,0,66.67%,8
32,16,512,4,random,3,2,1,1,0,0,66.67%,8
32,16,512,8,fifo,3,2,1,1,0,0,66.67%,8
32,16,512,8,lru,3,2,1,1,0,0,66.67%,8
32,16,512,8,random,3,2,1,1,0,0,66.67%,8
32,32,1024,1,fifo,3,2,1,1,0,0,66.67%,8
32,32,1024,1,lru,3,2,1,1,0,0,66.67%,8
32,8,256,1,fifo,3,2,1,1,0,0,66.67%,8
32,4,128,1,lru,3,2,1,1,0,0,66.67%,8
32,4,128,1,random,3,2,1,1,0,0,66.67%,8
32,4,128,2,fifo,3,2,1,1,0,0,66.67%,8
32,4,128,2,lru,3,2,1,1,0,0,66.67%,8
32,4,128,2,random,3,2,1,1,0,0,66.67%,8
32,4,128,4,fifo,3,2,1,1,0,0,66.67%,8
32,4,128,4,lru,3,2,1,1,0,0,66.67%,8
32,4,128,4,random,3,2,1,1,0,0,66.67%,8
32,32,1024,1,random,3,2,1,1,0,0,66.67%,8
32,8,256,1,lru,3,2,1,1,0,0,66.67%,8
32,8,256,1,random,3,2,1,1,0,0,66.67%,8
32,8,256,2,fifo,3,2,1,1,0,0,66.67%,8
32,8,256,2,lru,3,2,1,1,0,0,66.67%,8
32,8,256,2,random,3,2,1,1,0,0,66.67%,8
32,8,256,4,fifo,3,2,1,1,0,0,66.67%,8
32,8,256,4,lru,3,2,1,1,0,0,66.67%,8
32,128,4096,2,lru,3,2,1,1,0,0,66.67%,8
32,64,2048,4,random,3,2,1,1,0,0,66.67%,8
32,64,2048,8,fifo,3,2,1,1,0,0,66.67%,8
32,64,2048,8,lru,3,2,1,1,0,0,66.67%,8
32,64,2048,8,random,3,2,1,1,0,0,66.67%,8
32,128,4096,1,fifo,3,2,1,1,0,0,66.67%,8
32,128,4096,1,lru,3,2,1,1,0,0,66.67%,8
32,128,4096,1,random,3,2,1,1,0,0,66.67%,8
32,128,4096,2,fifo,3,2,1,1,0,0,66.67%,8
32,64,2048,4,lru,3,2,1,1,0,0,66.67%,8
32,128,4096,2,random,3,2,1,1,0,0,66.67%,8
32,128,4096,4,fifo,3,2,1,1,0,0,66.67%,8
32,128,4096,4,lru,3,2,1,1,0,0,66.67%,8
32,128,4096,4,random,3,2,1,1,0,0,66.67%,8
32,128,4096,8,fifo,3,2,1,1,0,0,66.67%,8
32,128,4096,8,lru,3,2,1,1,0,0,66.67%,8
32,128,4096,8,random,3,2,1,1,0,0,66.67%,8
32,256,8192,1,fifo,3,2,1,1,0,0,66.67%,8
32,32,1024,8,random,3,2,1,1,0,0,66.67%,8
32,32,1024,2,fifo,3,2,1,1,0,0,66.67%,8
32,32,1024,2,lru,3,2,1,1,0,0,66.67%,8
32,32,1024,2,random,3,2,1,1,0,0,66.67%,8
32,32,1024,4,fifo,3,2,1,1,0,0,66.67%,8
32,32,1024,4,lru,3,2,1,1,0,0,66.67%,8
32,32,1024,4,random,3,2,1,1,0,0,66.67%,8
32,32,1024,8,fifo,3,2,1,1,0,0,66.67%,8
32,32,1024,8,lru,3,2,1,1,0,0,66.67%,8
64,64,4096,1,random,3,2,1,1,0,0,66.67%,16
32,64,2048,1,fifo,3,2,1,1,0,0,66.67%,8
32,64,2048,1,lru,3,2,1,1,0,0,66.67%,8
32,64,2048,1,random,3,2,1,1,0,0,66.67%,8
32,64,2048,2,fifo,3,2,1,1,0,0,66.67%,8
32,64,2048,2,lru,3,2,1,1,0,0,66.67%,8
32,64,2048,2,random,3,2,1,1,0,0,66.67%,8
32,64,2048,4,fifo,3,2,1,1,0,0,66.67%,8
128,64,8192,2,lru,3,2,1,1,0,0,66.67%,32
128,32,4096,4,random,3,2,1,1,0,0,66.67%,32
128,32,4096,8,fifo,3,2,1,1,0,0,66.67%,32
128,32,4096,8,lru,3,2,1,1,0,0,66.67%,32
128,32,4096,8,random,3,2,1,1,0,0,66.67%,32
128,64,8192,1,fifo,3,2,1,1,0,0,66.67%,32
128,64,8192,1,lru,3,2,1,1,0,0,66.67%,32
128,64,8192,1,random,3,2,1,1,0,0,66.67%,32
128,64,8192,2,fifo,3,2,1,1,0,0,66.67%,32
128,32,4096,4,lru,3,2,1,1,0,0,66.67%,32
128,64,8192,2,random,3,2,1,1,0,0,66.67%,32
128,64,8192,4,fifo,3,2,1,1,0,0,66.67%,32
128,64,8192,4,lru,3,2,1,1,0,0,66.67%,32
128,64,8192,4,random,3,2,1,1,0,0,66.67%,32
128,64,8192,8,fifo,3,2,1,1,0,0,66.67%,32
128,64,8192,8,lru,3,2,1,1,0,0,66.67%,32
128,64,8192,8,random,3,2,1,1,0,0,66.67%,32
128,128,16384,1,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,8,random,3,2,1,1,0,0,66.67%,32
128,16,2048,2,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,2,lru,3,2,1,1,0,0,66.67%,32
128,16,2048,2,random,3,2,1,1,0,0,66.67%,32
128,16,2048,4,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,4,lru,3,2,1,1,0,0,66.67%,32
128,16,2048,4,random,3,2,1,1,0,0,66.67%,32
128,16,2048,8,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,8,lru,3,2,1,1,0,0,66.67%,32
128,128,16384,1,lru,3,2,1,1,0,0,66.67%,32
128,32,4096,1,fifo,3,2,1,1,0,0,66.67%,32
128,32,4096,1,lru,3,2,1,1,0,0,66.67%,32
128,32,4096,1,random,3,2,1,1,0,0,66.67%,32
128,32,4096,2,fifo,3,2,1,1,0,0,66.67%,32
128,32,4096,2,lru,3,2,1,1,0,0,66.67%,32
128,32,4096,2,random,3,2,1,1,0,0,66.67%,32
128,32,4096,4,fifo,3,2,1,1,0,0,66.67%,32
128,512,65536,2,fifo,3,2,1,1,0,0,66.67%,32
128,256,32768,4,lru,3,2,1,1,0,0,66.67%,32
128,256,32768,4,random,3,2,1,1,0,0,66.67%,32
128,256,32768,8,fifo,3,2,1,1,0,0,66.67%,32
128,256,32768,8,lru,3,2,1,1,0,0,66.67%,32
128,256,32768,8,random,3,2,1,1,0,0,66.67%,32
128,512,65536,1,fifo,3,2,1,1,0,0,66.67%,32
128,512,65536,1,lru,3,2,1,1,0,0,66.67%,32
128,512,65536,1,random,3,2,1,1,0,0,66.67%,32
128,256,32768,4,fifo,3,2,1,1,0,0,66.67%,32
128,512,65536,2,lru,3,2,1,1,0,0,66.67%,32
128,512,65536,2,random,3,2,1,1,0,0,66.67%,32
128,512,65536,4,fifo,3,2,1,1,0,0,66.67%,32
128,512,65536,4,lru,3,2,1,1,0,0,66.67%,32
128,512,65536,4,random,3,2,1,1,0,0,66.67%,32
128,512,65536,8,fifo,3,2,1,1,0,0,66.67%,32
128,512,65536,8,lru,3,2,1,1,0,0,66.67%,32
128,512,65536,8,random,3,2,1,1,0,0,66.67%,32
128,128,16384,8,lru,3,2,1,1,0,0,66.67%,32
128,128,16384,1,random,3,2,1,1,0,0,66.67%,32
128,128,16384,2,fifo,3,2,1,1,0,0,66.67%,32
128,128,16384,2,lru,3,2,1,1,0,0,66.67%,32
128,128,16384,2,random,3,2,1,1,0,0,66.67%,32
128,128,16384,4,fifo,3,2,1,1,0,0,66.67%,32
128,128,16384,4,lru,3,2,1,1,0,0,66.67%,32
128,128,16384,4,random,3,2,1,1,0,0,66.67%,32
128,128,16384,8,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,1,random,3,2,1,1,0,0,66.67%,32
128,128,16384,8,random,3,2,1,1,0,0,66.67%,32
128,256,32768,1,fifo,3,2,1,1,0,0,66.67%,32
128,256,32768,1,lru,3,2,1,1,0,0,66.67%,32
128,256,32768,1,random,3,2,1,1,0,0,66.67%,32
128,256,32768,2,fifo,3,2,1,1,0,0,66.67%,32
128,256,32768,2,lru,3,2,1,1,0,0,66.67%,32
128,256,32768,2,random,3,2,1,1,0,0,66.67%,32
64,256,16384,2,lru,3,2,1,1,0,0,66.67%,16
64,128,8192,4,random,3,2,1,1,0,0,66.67%,16
64,128,8192,8,fifo,3,2,1,1,0,0,66.67%,16
64,128,8192,8,lru,3,2,1,1,0,0,66.67%,16
64,128,8192,8,random,3,2,1,1,0,0,66.67%,16
64,256,16384,1,fifo,3,2,1,1,0,0,66.67%,16
64,256,16384,1,lru,3,2,1,1,0,0,66.67%,16
64,256,16384,1,random,3,2,1,1,0,0,66.67%,16
64,256,16384,2,fifo,3,2,1,1,0,0,66.67%,16
64,128,8192,4,lru,3,2,1,1,0,0,66.67%,16
64,256,16384,2,random,3,2,1,1,0,0,66.67%,16
64,256,16384,4,fifo,3,2,1,1,0,0,66.67%,16
64,256,16384,4,lru,3,2,1,1,0,0,66.67%,16
64,256,16384,4,random,3,2,1,1,0,0,66.67%,16
64,256,16384,8,fifo,3,2,1,1,0,0,66.67%,16
64,256,16384,8,lru,3,2,1,1,0,0,66.67%,16
64,256,16384,8,random,3,2,1,1,0,0,66.67%,16
64,512,32768,1,fifo,3,2,1,1,0,0,66.67%,16
64,64,4096,8,random,3,2,1,1,0,0,66.67%,16
64,64,4096,2,fifo,3,2,1,1,0,0,66.67%,16
64,64,4096,2,lru,3,2,1,1,0,0,66.67%,16
64,64,4096,2,random,3,2,1,1,0,0,66.67%,16
64,64,4096,4,fifo,3,2,1,1,0,0,66.67%,16
64,64,4096,4,lru,3,2,1,1,0,0,66.67%,16
64,64,4096,4,random,3,2,1,1,0,0,66.67%,16
64,64,4096,8,fifo,3,2,1,1,0,0,66.67%,16
64,64,4096,8,lru,3,2,1,1,0,0,66.67%,16
64,512,32768,1,lru,3,2,1,1,0,0,66.67%,16
64,128,8192,1,fifo,3,2,1,1,0,0,66.67%,16
64,128,8192,1,lru,3,2,1,1,0,0,66.67%,16
64,128,8192,1,random,3,2,1,1,0,0,66.67%,16
64,128,8192,2,fifo,3,2,1,1,0,0,66.67%,16
64,128,8192,2,lru,3,2,1,1,0,0,66.67%,16
64,128,8192,2,random,3,2,1,1,0,0,66.67%,16
64,128,8192,4,fifo,3,2,1,1,0,0,66.67%,16
128,8,1024,4,fifo,3,2,1,1,0,0,66.67%,32
128,4,512,4,lru,3,2,1,1,0,0,66.67%,32
128,4,512,4,random,3,2,1,1,0,0,66.67%,32
128,8,1024,1,fifo,3,2,1,1,0,0,66.67%,32
128,8,1024,1,lru,3,2,1,1,0,0,66.67%,32
128,8,1024,1,random,3,2,1,1,0,0,66.67%,32
128,8,1024,2,fifo,3,2,1,1,0,0,66.67%,32
128,8,1024,2,lru,3,2,1,1,0,0,66.67%,32
128,8,1024,2,random,3,2,1,1,0,0,66.67%,32
128,4,512,4,fifo,3,2,1,1,0,0,66.67%,32
128,8,1024,4,lru,3,2,1,1,0,0,66.67%,32
128,8,1024,4,random,3,2,1,1,0,0,66.67%,32
128,8,1024,8,fifo,3,2,1,1,0,0,66.67%,32
128,8,1024,8,lru,3,2,1,1,0,0,66.67%,32
128,8,1024,8,random,3,2,1,1,0,0,66.67%,32
128,16,2048,1,fifo,3,2,1,1,0,0,66.67%,32
128,16,2048,1,lru,3,2,1,1,0,0,66.67%,32
64,512,32768,8,lru,3,2,1,1,0,0,66.67%,16
64,512,32768,1,random,3,2,1,1,0,0,66.67%,16
64,512,32768,2,fifo,3,2,1,1,0,0,66.67%,16
64,512,32768,2,lru,3,2,1,1,0,0,66.67%,16
64,512,32768,2,random,3,2,1,1,0,0,66.67%,16
64,512,32768,4,fifo,3,2,1,1,0,0,66.67%,16
64,512,32768,4,lru,3,2,1,1,0,0,66.67%,16
64,512,32768,4,random,3,2,1,1,0,0,66.67%,16
64,512,32768,8,fifo,3,2,1,1,0,0,66.67%,16
32,4,128,1,fifo,3,2,1,1,0,0,66.67%,8
64,512,32768,8,random,3,2,1,1,0,0,66.67%,16
128,4,512,1,fifo,3,2,1,1,0,0,66.67%,32
128,4,512,1,lru,3,2,1,1,0,0,66.67%,32
128,4,512,1,random,3,2,1,1,0,0,66.67%,32
128,4,512,2,fifo,3,2,1,1,0,0,66.67%,32
128,4,512,2,lru,3,2,1,1,0,0,66.67%,32
128,4,512,2,random,3,2,1,1,0,0,66.67%,32
16,32,512,1,lru,3,2,1,1,0,0,66.67%,4
16,16,256,1,random,3,2,1,1,0,0,66.67%,4
16,16,256,2,fifo,3,2,1,1,0,0,66.67%,4
16,16,256,2,lru,3,2,1,1,0,0,66.67%,4
16,16,256,2,random,3,2,1,1,0,0,66.67%,4
16,16,256,4,fifo,3,2,1,1,0,0,66.67%,4
16,16,256,4,lru,3,2,1,1,0,0,66.67%,4
16,16,256,4,random,3,2,1,1,0,0,66.67%,4
16,16,256,8,fifo,3,2,1,1,0,0,66.67%,4
16,16,256,8,lru,3,2,1,1,0,0,66.67%,4
16,16,256,8,random,3,2,1,1,0,0,66.67%,4
16,32,512,1,fifo,3,2,1,1,0,0,66.67%,4
16,16,256,1,lru,3,2,1,1,0,0,66.67%,4
16,32,512,1,random,3,2,1,1,0,0,66.67%,4
16,32,512,2,fifo,3,2,1,1,0,0,66.67%,4
16,32,512,2,lru,3,2,1,1,0,0,66.67%,4
16,32,512,2,random,3,2,1,1,0,0,66.67%,4
16,32,512,4,fifo,3,2,1,1,0,0,66.67%,4
16,32,512,4,lru,3,2,1,1,0,0,66.67%,4
16,32,512,4,random,3,2,1,1,0,0,66.67%,4
16,32,512,8,fifo,3,2,1,1,0,0,66.67%,4
16,32,512,8,lru,3,2,1,1,0,0,66.67%,4
16,32,512,8,random,3,2,1,1,0,0,66.67%,4
16,64,1024,1,fifo,3,2,1,1,0,0,66.67%,4
16,8,128,1,random,3,2,1,1,0,0,66.67%,4
16,4,64,1,fifo,3,2,1,1,0,0,66.67%,4
16,4,64,1,lru,3,2,1,1,0,0,66.67%,4
16,4,64,1,random,3,2,1,1,0,0,66.67%,4
16,4,64,2,fifo,3,2,1,1,0,0,66.67%,4
16,4,64,2,lru,3,2,1,1,0,0,66.67%,4
16,4,64,2,random,3,2,1,1,0,0,66.67%,4
16,4,64,4,fifo,3,2,1,1,0,0,66.67%,4
16,4,64,4,lru,3,2,1,1,0,0,66.67%,4
16,4,64,4,random,3,2,1,1,0,0,66.67%,4
16,8,128,1,fifo,3,2,1,1,0,0,66.67%,4
16,8,128,1,lru,3,2,1,1,0,0,66.67%,4
16,512,8192,8,random,3,2,1,1,0,0,66.67%,4
16,8,128,2,fifo,3,2,1,1,0,0,66.67%,4
16,8,128,2,lru,3,2,1,1,0,0,66.67%,4
16,8,128,2,random,3,2,1,1,0,0,66.67%,4
16,8,128,4,fifo,3,2,1,1,0,0,66.67%,4
16,8,128,4,lru,3,2,1,1,0,0,66.67%,4
16,8,128,4,random,3,2,1,1,0,0,66.67%,4
16,8,128,8,fifo,3,2,1,1,0,0,66.67%,4
16,8,128,8,lru,3,2,1,1,0,0,66.67%,4
16,8,128,8,random,3,2,1,1,0,0,66.67%,4
16,16,256,1,fifo,3,2,1,1,0,0,66.67%,4
16,512,8192,1,fifo,3,2,1,1,0,0,66.67%,4
16,256,4096,1,lru,3,2,1,1,0,0,66.67%,4
16,256,4096,1,random,3,2,1,1,0,0,66.67%,4
16,256,4096,2,fifo,3,2,1,1,0,0,66.67%,4
16,256,4096,2,lru,3,2,1,1,0,0,66.67%,4
16,256,4096,2,random,3,2,1,1,0,0,66.67%,4
16,256,4096,4,fifo,3,2,1,1,0,0,66.67%,4
16,256,4096,4,lru,3,2,1,1,0,0,66.67%,4
16,256,4096,4,random,3,2,1,1,0,0,66.67%,4
16,256,4096,8,fifo,3,2,1,1,0,0,66.67%,4
16,256,4096,8,lru,3,2,1,1,0,0,66.67%,4
16,256,4096,8,random,3,2,1,1,0,0,66.67%,4
16,64,1024,1,random,3,2,1,1,0,0,66.67%,4
16,512,8192,1,lru,3,2,1,1,0,0,66.67%,4
16,512,8192,1,random,3,2,1,1,0,0,66.67%,4
16,512,8192,2,fifo,3,2,1,1,0,0,66.67%,4
16,512,8192,2,lru,3,2,1,1,0,0,66.67%,4
16,512,8192,2,random,3,2,1,1,0,0,66.67%,4
16,512,8192,4,fifo,3,2,1,1,0,0,66.67%,4
16,512,8192,4,lru,3,2,1,1,0,0,66.67%,4
16,512,8192,4,random,3,2,1,1,0,0,66.67%,4
16,512,8192,8,fifo,3,2,1,1,0,0,66.67%,4
16,512,8192,8,lru,3,2,1,1,0,0,66.67%,4
16,64,1024,1,lru,3,2,1,1,0,0,66.67%,4
16,128,2048,8,random,3,2,1,1,0,0,66.67%,4
16,256,4096,1,fifo,3,2,1,1,0,0,66.67%,4
16,64,1024,2,fifo,3,2,1,1,0,0,66.67%,4
16,64,1024,2,lru,3,2,1,1,0,0,66.67%,4
16,64,1024,2,random,3,2,1,1,0,0,66.67%,4
16,64,1024,4,fifo,3,2,1,1,0,0,66.67%,4
16,64,1024,4,lru,3,2,1,1,0,0,66.67%,4
16,64,1024,4,random,3,2,1,1,0,0,66.67%,4
16,64,1024,8,fifo,3,2,1,1,0,0,66.67%,4
16,64,1024,8,lru,3,2,1,1,0,0,66.67%,4
16,64,1024,8,random,3,2,1,1,0,0,66.67%,4
16,128,2048,1,fifo,3,2,1,1,0,0,66.67%,4
16,128,2048,1,random,3,2,1,1,0,0,66.67%,4
16,128,2048,2,fifo,3,2,1,1,0,0,66.67%,4
16,128,2048,2,lru,3,2,1,1,0,0,66.67%,4
16,128,2048,2,random,3,2,1,1,0,0,66.67%,4
16,128,2048,4,fifo,3,2,1,1,0,0,66.67%,4
16,128,2048,4,lru,3,2,1,1,0,0,66.67%,4
16,128,2048,4,random,3,2,1,1,0,0,66.67%,4
16,128,2048,8,fifo,3,2,1,1,0,0,66.67%,4
16,128,2048,8,lru,3,2,1,1,0,0,66.67%,4
16,128,2048,1,lru,3,2,1,1,0,0,66.67%,4
8,32,256,1,fifo,3,1,2,2,0,0,33.33%,4
8,16,128,8,random,3,1,2,2,0,0,33.33%,4
8,16,128,8,lru,3,1,2,2,0,0,33.33%,4
8,16,128,8,fifo,3,1,2,2,0,0,33.33%,4
8,16,128,4,random,3,1,2,2,0,0,33.33%,4
8,16,128,4,lru,3,1,2,2,0,0,33.33%,4
8,16,128,4,fifo,3,1,2,2,0,0,33.33%,4
8,16,128,2,random,3,1,2,2,0,0,33.33%,4
8,16,128,2,lru,3,1,2,2,0,0,33.33%,4
8,16,128,2,fifo,3,1,2,2,0,0,33.33%,4
8,16,128,1,random,3,1,2,2,0,0,33.33%,4
8,32,256,1,lru,3,1,2,2,0,0,33.33%,4
8,32,256,1,random,3,1,2,2,0,0,33.33%,4
8,32,256,2,fifo,3,1,2,2,0,0,33.33%,4
8,32,256,2,lru,3,1,2,2,0,0,33.33%,4
8,32,256,2,random,3,1,2,2,0,0,33.33%,4
8,32,256,4,fifo,3,1,2,2,0,0,33.33%,4
8,32,256,4,lru,3,1,2,2,0,0,33.33%,4
8,32,256,4,random,3,1,2,2,0,0,33.33%,4
8,32,256,8,fifo,3,1,2,2,0,0,33.33%,4
8,32,256,8,lru,3,1,2,2,0,0,33.33%,4
8,32,256,8,random,3,1,2,2,0,0,33.33%,4
8,64,512,1,fifo,3,1,2,2,0,0,33.33%,4
8,8,64,1,lru,3,1,2,2,0,0,33.33%,4
8,64,512,1,random,3,1,2,2,0,0,33.33%,4
8,4,32,1,fifo,3,1,2,2,0,0,33.33%,4
8,4,32,1,lru,3,1,2,2,0,0,33.33%,4
8,4,32,1,random,3,1,2,2,0,0,33.33%,4
8,4,32,2,fifo,3,1,2,2,0,0,33.33%,4
8,4,32,2,lru,3,1,2,2,0,0,33.33%,4
8,4,32,2,random,3,1,2,2,0,0,33.33%,4
8,4,32,4,fifo,3,1,2,2,0,0,33.33%,4
8,4,32,4,lru,3,1,2,2,0,0,33.33%,4
8,4,32,4,random,3,1,2,2,0,0,33.33%,4
8,8,64,1,fifo,3,1,2,2,0,0,33.33%,4
8,16,128,1,lru,3,1,2,2,0,0,33.33%,4
8,8,64,1,random,3,1,2,2,0,0,33.33%,4
8,8,64,2,fifo,3,1,2,2,0,0,33.33%,4
8,8,64,2,lru,3,1,2,2,0,0,33.33%,4
8,8,64,2,random,3,1,2,2,0,0,33.33%,4
8,8,64,4,fifo,3,1,2,2,0,0,33.33%,4
8,8,64,4,lru,3,1,2,2,0,0,33.33%,4
8,8,64,4,random,3,1,2,2,0,0,33.33%,4
8,8,64,8,fifo,3,1,2,2,0,0,33.33%,4
8,8,64,8,lru,3,1,2,2,0,0,33.33%,4
8,8,64,8,random,3,1,2,2,0,0,33.33%,4
8,16,128,1,fifo,3,1,2,2,0,0,33.33%,4
8,512,4096,1,lru,3,1,2,2,0,0,33.33%,4
8,256,2048,1,lru,3,1,2,2,0,0,33.33%,4
8,256,2048,1,random,3,1,2,2,0,0,33.33%,4
8,256,2048,2,fifo,3,1,2,2,0,0,33.33%,4
8,256,2048,2,lru,3,1,2,2,0,0,33.33%,4
8,256,2048,2,random,3,1,2,2,0,0,33.33%,4
8,256,2048,4,fifo,3,1,2,2,0,0,33.33%,4
8,256,2048,4,lru,3,1,2,2,0,0,33.33%,4
8,256,2048,4,random,3,1,2,2,0,0,33.33%,4
8,256,2048,8,fifo,3,1,2,2,0,0,33.33%,4
8,256,2048,8,lru,3,1,2,2,0,0,33.33%,4
8,256,2048,8,random,3,1,2,2,0,0,33.33%,4
8,512,4096,1,fifo,3,1,2,2,0,0,33.33%,4
8,512,4096,1,random,3,1,2,2,0,0,33.33%,4
8,512,4096,2,fifo,3,1,2,2,0,0,33.33%,4
8,512,4096,2,lru,3,1,2,2,0,0,33.33%,4
8,512,4096,2,random,3,1,2,2,0,0,33.33%,4
8,512,4096,4,fifo,3,1,2,2,0,0,33.33%,4
8,512,4096,4,lru,3,1,2,2,0,0,33.33%,4
8,512,4096,4,random,3,1,2,2,0,0,33.33%,4
8,512,4096,8,fifo,3,1,2,2,0,0,33.33%,4
8,512,4096,8,lru,3,1,2,2,0,0,33.33%,4
8,512,4096,8,random,3,1,2,2,0,0,33.33%,4
8,64,512,1,lru,3,1,2,2,0,0,33.33%,4
8,128,1024,8,random,3,1,2,2,0,0,33.33%,4
8,64,512,2,fifo,3,1,2,2,0,0,33.33%,4
8,64,512,2,lru,3,1,2,2,0,0,33.33%,4
8,64,512,2,random,3,1,2,2,0,0,33.33%,4
8,64,512,4,fifo,3,1,2,2,0,0,33.33%,4
8,64,512,4,lru,3,1,2,2,0,0,33.33%,4
8,64,512,4,random,3,1,2,2,0,0,33.33%,4
8,64,512,8,fifo,3,1,2,2,0,0,33.33%,4
8,64,512,8,lru,3,1,2,2,0,0,33.33%,4
