commit,说明,仿真周期数,指令数,IPC,综合频率(MHz),综合面积(um^2),IFU取指,EXU完成,LSU读,LSU写,ALU指令,访存指令,CSR指令,分支指令,访存平均周期,IFU流水线阻塞,IFU_AXI等待,IFU_AR等待,IFU_R等待,IFU跳转冲刷,IFU空闲,EXU等LSU,LSU读延迟,LSU写延迟,LSU_AR等待,LSU_R等待,LSU_AW/W等待,LSU_B等待,ICache命中,ICache缺失,AMAT,IDU_RAW阻塞,IDU_RAW_loaduse,IDU_RAW_可转发,EXU空转等输入,异常提交,EX/MEM等待槽占用
09df28a30,,4211933,405799,0.0963,450,138527.200000,646253,573572,67440,54403,305253,121843,2,146474,6.20,3248998,3528127,47605,255154,36835,36836,1835925,38.27,11.22,426516,1873647,555848,1173464,641852,5118,1.5,1766793,1766793,0,1802436,1
